"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"
"1:08:00::"	"her"	"as"	"of"	"she"	"of_her"	"her_as"	"as_she"	"bend_of_her"	"of_her_as"	"her_as_she"	"as_she_gather_up"	"NN"	"IN"	"PRP$"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"sit"	"for_a_while"	"with"	"his"	"hand"	"on"	"knee"	"watch"	"the"	"bend"	"of"	"her"	"back"	"as"	"she"	"gather_up"	"her"	"thing"	"a"	"comb"	"a"	"bottle"	"of"	"aspirin"	"to"	"take"	"upstairs"	"and"	"pack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"it"	"down"	"carry"	"to"	"carry_it"	"it_down"	"down_to"	"and_carry_it"	"carry_it_down"	"it_down_to"	"down_to_the"	"CC"	"VB"	"PRP"	"RB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"find"	"the"	"pan"	"where"	"had"	"drop"	"it"	"and"	"carry"	"it"	"back"	"down"	"to"	"the"	"stream"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"person"	"the"	"∅"	"team"	"∅_person"	"person_the"	"the_team"	"∅_∅_person"	"∅_person_the"	"person_the_team"	"the_team_into"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"back"	"the"	"team"	"into"	"the"	"trace"	"and"	"wish"	"they"	"were"	"n't"	"go_to"	"town"	"at_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"grass"	"of"	"the"	"short"	"the_grass"	"grass_of"	"of_short"	"on_the_grass"	"the_grass_of"	"grass_of_short"	"of_short_."	"IN"	"DT"	"NN"	"RB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"send"	"in_for"	"person"	"and"	"after"	"fail"	"in"	"bunt"	"attempt"	"pop"	"to"	"person"	"on"	"the"	"grass"	"back"	"of"	"short"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"upper"	"and"	"the"	"chest"	"the_upper"	"upper_and"	"and_chest"	"of_the_upper"	"the_upper_and"	"upper_and_chest"	"and_chest_,"	"IN"	"DT"	"JJ"	"NN"	"CC"	"NN"	"ε"	"person"	"introduce"	"person"	"to"	"his"	"famous"	"moon"	"bench"	"and"	"proceed"	"to"	"teach"	"him"	"his"	"first"	"push-pull_super-set"	"consist_of"	"the"	"wide"	"grip"	"straight-arm_pullover"	"the"	"pull"	"part"	"of"	"the"	"push-pull_super-set"	"which"	"dramatically"	"widen"	"the"	"rib_cage"	"and"	"strongly"	"affect"	"the"	"muscle"	"of"	"the"	"upper"	"and"	"chest"	"and"	"the"	"collar-to-collar"	"bench_press"	"which"	"specifically"	"work_on"	"the"	"chest"	"to"	"build"	"those"	"wide"	"person"	"gladiator"	"pecs"	"while"	"stimulate"	"the"	"upper"	"lat"	"and"	"frontal"	"deltoid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"chest"	"shoulder"	"entire"	"area"	"entire_chest"	"chest_shoulder"	"shoulder_area"	"the_entire_chest"	"entire_chest_shoulder"	"chest_shoulder_area"	"shoulder_area_is"	"DT"	"JJ"	"NN"	"NN"	"NN"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"you"	"can"	"see"	"in"	"push-pull_super_set"	"the"	"entire"	"chest"	"back"	"shoulder"	"area"	"is"	"vigorously"	"exercise"	"in"	"alternate"	"sector"	"by"	"alternate"	"exercise"	"so"	"the"	"complete"	"torso"	"remain"	"pumped-up"	"all_the_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:posterior:00"	"the"	"of"	"against"	"your"	"against_the"	"the_of"	"of_your"	"rest_against_the"	"against_the_of"	"the_of_your"	"of_your_neck"	"NN"	"IN"	"DT"	"JJ"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"place"	"a"	"suitably"	"loaded"	"barbell"	"across"	"them"	"grasp"	"bar"	"which"	"will"	"rest"	"against"	"the"	"back"	"of"	"your"	"neck"	"extend"	"your"	"foot"	"forward"	"and"	"backward"	"until"	"you"	"be"	"in"	"a"	"deep"	"leg"	"split"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"the"	"of"	"at"	"the"	"at_the"	"the_of"	"of_the"	"bar_at_the"	"at_the_of"	"the_of_the"	"of_the_neck"	"NN"	"IN"	"DT"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"i"	"suggest"	"that"	"hold"	"the"	"bar"	"at"	"the"	"back"	"of"	"the"	"neck"	"there"	"no"	"reason"	"why"	"you"	"should"	"n't"	"make"	"some"	"experiment"	"with"	"the"	"bar"	"hold"	"in_front_of"	"the"	"neck"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"severe"	"pain"	"∅"	"in"	"∅_severe"	"severe_pain"	"pain_in"	"∅_∅_severe"	"∅_severe_pain"	"severe_pain_in"	"pain_in_june"	"ε"	"ε"	"JJ"	"NN"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"back"	"pain"	"in"	"june"	"prompt"	"a"	"third"	"hospital"	"admission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"step"	","	"person"	"her"	"person_step"	"step_,"	",_her"	"∅_person_step"	"person_step_,"	"step_,_her"	",_her_eye"	"ε"	"NNP"	"VB"	"RB"	"ε"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"step"	"back"	"her"	"eye"	"roam"	"the"	"tray"	"for"	"omission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"be"	"home"	"group"	"monday"	"group_be"	"be_home"	"home_monday"	"dallas_group_be"	"group_be_home"	"be_home_monday"	"home_monday_with"	"NN"	"NNP"	"VB"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"be"	"back"	"home"	"monday"	"with"	"their"	"third"	"victory"	"in"	"four"	"group"	"start"	"a"	"triumph"	"over"	"the"	"group"	"but"	"their"	"visit"	"will"	"be"	"a"	"short"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
