"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"
"2:31:10::"	"may"	"the"	"censorship"	"nude"	"censorship_may"	"may_the"	"the_nude"	"kind_of_censorship_may"	"censorship_may_the"	"may_the_nude"	"the_nude_human"	"RB"	"NN"	"MD"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"equally"	"ardent"	"proponent"	"of"	"from"	"any"	"kind_of"	"censorship"	"may"	"find"	"the"	"nude"	"human"	"form"	"the"	"natural"	"honest"	"free"	"expression"	"of"	"man"	"spirit"	"and"	"the"	"epitome"	"of"	"beauty"	"and"	"inspiration"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"he"	"that"	","	"the"	",_he"	"he_that"	"that_the"	"stacks_,_he"	",_he_that"	"he_that_the"	"that_the_earliest"	"NNS"	"ε"	"PRP"	"VB"	"IN"	"DT"	"JJS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"tour"	"the"	"stacks"	"he"	"find"	"that"	"the"	"earliest"	"volumes"	"begin"	"on_the_left"	"and"	"progress"	"clockwise"	"around"	"the"	"room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"have"	"through"	"countries"	"experience"	"countries_have"	"have_through"	"through_experience"	"developed_countries_have"	"countries_have_through"	"have_through_experience"	"through_experience_that"	"JJ"	"NNS"	"VBP"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"more"	"importantly"	"several"	"of"	"the"	"more"	"of"	"the"	"less"	"developed"	"countries"	"have"	"find"	"through"	"experience"	"that"	"they"	"must"	"plan"	"their"	"own"	"complex"	"investment"	"programs"	"for"	"at_least"	"years"	"forward"	"and"	"tentatively"	"for"	"considerably"	"more_than"	"that"	"if"	"they"	"are"	"to"	"be"	"sure"	"that"	"the"	"various"	"interdependent"	"activities"	"involved"	"be"	"all"	"to"	"take_place"	"in"	"the"	"proper"	"sequence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"been"	"for"	"had"	"all"	"had_been"	"been_for"	"for_all"	"defenses_had_been"	"had_been_for"	"been_for_all"	"for_all_basic"	"NNS"	"VBD"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"actually"	"the"	"types"	"of"	"infection"	"that"	"could"	"attack"	"a"	"warm-blooded"	"mammal"	"be"	"not"	"infinite"	"over"	"the"	"course"	"of"	"the"	"last"	"few"	"hundred"	"years"	"adequate"	"defenses"	"had"	"been"	"find"	"for"	"all"	"basic"	"categories"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"mr._eisenhower"	"nothing"	","	"but"	",_mr._eisenhower"	"mr._eisenhower_nothing"	"nothing_but"	"finally_,_mr._eisenhower"	",_mr._eisenhower_nothing"	"mr._eisenhower_nothing_but"	"nothing_but_confusion"	"RB"	"ε"	"NNP"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"find"	"nothing"	"but"	"confusion"	"in"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"be"	"beam"	"can"	"some"	"can_be"	"be_beam"	"beam_some"	"radio_stations_can_be"	"can_be_beam"	"be_beam_some"	"beam_some_or"	"NN"	"MD"	"VB"	"VB"	"VB"	"DT"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_all"	"big"	"cities"	"outside"	"the"	"south"	"and"	"even"	"small_towns"	"within"	"the"	"south"	"radio_stations"	"can"	"be"	"find"	"beam"	"some"	"or"	"all_of"	"their"	"programs"	"at"	"negro"	"listeners"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"they"	"a"	"∅"	"large"	"∅_they"	"they_a"	"a_large"	"∅_∅_they"	"∅_they_a"	"they_a_large"	"a_large_welcoming"	"ε"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"a"	"large"	"welcoming"	"group"	"el_paso"	"policemen"	"border_patrol"	"sheriff"	"deputies"	"and"	"fbi"	"men"	"who"	"surge"	"around"	"the"	"plane"	"with"	"rifles"	"and"	"submarine"	"guns"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"they"	"mrs._dresbach"	","	"'s"	",_they"	"they_mrs._dresbach"	"mrs._dresbach_'s"	"14_,_they"	",_they_mrs._dresbach"	"they_mrs._dresbach_'s"	"mrs._dresbach_'s_body"	"CD"	"ε"	"PRP"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soon"	"after"	"a._m."	"when"	"police"	"reach"	"the"	"story"	"brick"	"home"	"in"	"the"	"franklin_manor"	"section"	"miles"	"south"	"of"	"here"	"on"	"the"	"bay"	"in"	"response"	"to"	"a"	"call"	"the"	"dresbach"	"son"	"lee"	"they"	"find"	"mrs._dresbach"	"body"	"on"	"the"	"first-floor"	"bedroom"	"floor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	","	"that"	"students"	"many"	"students_,"	",_that"	"that_many"	"white_students_,"	"students_,_that"	",_that_many"	"that_many_were"	"JJ"	"NNS"	"ε"	"VB"	"IN"	"JJ"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"negro"	"lawyers"	"dig_into"	"the"	"of"	"white"	"students"	"find"	"that"	"many"	"were"	"hardly"	"interview"	"at_all"	"and"	"few"	"have"	"academic"	"records"	"as_good_as"	"hamilton_holmes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"happily"	"its"	"chicago"	"top"	"chicago_happily"	"happily_its"	"its_top"	"week_chicago_happily"	"chicago_happily_its"	"happily_its_top"	"its_top_scholar"	"NN"	"NNP"	"RB"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"last"	"chicago"	"happily"	"find"	"its"	"top"	"scholar"	"in"	"caltech"	"acting"	"dean"	"of"	"the"	"faculty"	"dynamic"	"geneticist_george_wells_beadle"	"who"	"share"	"the"	"nobel_prize"	"in"	"medicine"	"and"	"physiology"	"for"	"discover"	"how"	"genes"	"affect"	"heredity"	"by"	"control"	"cell"	"chemistry"	"time"	"cover"	"july_14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"we"	"the"	","	"only"	",_we"	"we_the"	"the_only"	"word_of_god_,_we"	",_we_the"	"we_the_only"	"the_only_sure"	"NN"	"ε"	"PRP"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn_to"	"the"	"we"	"find"	"the"	"only"	"sure"	"way"	"to"	"do"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"we"	"ourselves"	"in_which"	"today"	"in_which_we"	"we_ourselves"	"ourselves_today"	"predicament_in_which_we"	"in_which_we_ourselves"	"we_ourselves_today"	"ourselves_today_,"	"NN"	"RB"	"PRP"	"VB"	"PRP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that_is"	"almost"	"a"	"perfect"	"of"	"the"	"predicament"	"in_which"	"we"	"find"	"ourselves"	"today"	"is"	"n't"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"was"	"in"	"mantel"	"a"	"mantel_was"	"was_in"	"in_a"	"the_mantel_was"	"mantel_was_in"	"was_in_a"	"in_a_recently"	"DT"	"NN"	"VB"	"VB"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"was"	"find"	"in"	"a"	"recently"	"demolished"	"salem"	"house"	"and"	"is"	"being"	"fit"	"over"	"the"	"white_house"	"library"	"fireplace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"friends"	"endearing"	"our"	"and"	"our_friends"	"friends_endearing"	"endearing_and"	"which_our_friends"	"our_friends_endearing"	"friends_endearing_and"	"endearing_and_sometimes"	"WDT"	"PRP$"	"NNS"	"VB"	"JJ"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"americans"	"be"	"a"	"nation"	"of"	"a"	"quality"	"which"	"our"	"friends"	"find"	"endearing"	"and"	"sometimes"	"amusing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"mr._clark"	"that"	"∅"	"orthodox"	"∅_mr._clark"	"mr._clark_that"	"that_orthodox"	"∅_∅_mr._clark"	"∅_mr._clark_that"	"mr._clark_that_orthodox"	"that_orthodox_procedures"	"ε"	"ε"	"NNP"	"VB"	"IN"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find"	"that"	"orthodox"	"procedures"	"of"	"deep"	"plowing"	"use"	"of"	"chemical"	"fertilizers"	"and"	"insecticides"	"plus"	"the"	"application"	"of"	"conservation"	"principles"	"of"	"rotation"	"and"	"contouring"	"did"	"not"	"prevent"	"sheet"	"erosion"	"in"	"the"	"potato"	"fields"	"and"	"depreciation"	"of"	"the"	"soil"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"∅"	"sources"	"∅"	"for"	"∅_∅"	"∅_sources"	"sources_for"	"∅_∅_∅"	"∅_∅_sources"	"∅_sources_for"	"sources_for_these"	"ε"	"ε"	"ε"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sources"	"for"	"these"	"high_quality"	"foods"	"be"	"a"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"school"	"that"	"the"	"the"	"the_school"	"school_that"	"that_the"	"∅_the_school"	"the_school_that"	"school_that_the"	"that_the_children"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"school"	"find"	"that"	"the"	"children"	"are"	"satisfy"	"with"	"smaller"	"amounts"	"of"	"food"	"since"	"all_of"	"it"	"be"	"high"	"in"	"quality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"and"	"more"	","	"accurate"	",_and"	"and_more"	"more_accurate"	"reading_,_and"	",_and_more"	"and_more_accurate"	"more_accurate_facts"	"NN"	"ε"	"CC"	"VB"	"RBR"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"conversely"	"if"	"he"	"give"	"a"	"heavy"	"to"	"his"	"own"	"reading"	"and"	"find"	"more"	"accurate"	"facts"	"in"	"it"	"than"	"in"	"the"	"a"	"point"	"is"	"chalk_up"	"for"	"the"	"intrinsic"	"objective"	"meaningfulness"	"of_this"	"type"	"of"	"mediumistic"	"material"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:09::"	"should"	"it"	"administration"	"does"	"administration_should"	"should_it"	"it_does"	"the_administration_should"	"administration_should_it"	"should_it_does"	"it_does_not"	"DT"	"NN"	"MD"	"VB"	"PRP"	"VBZ"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"if"	"administration"	"should"	"find"	"it"	"does"	"not"	"need"	"the"	"million"	"for"	"a"	"grant-in-aid"	"program"	"a"	"not"	"unlikely"	"conclusion"	"it"	"could"	"very_well"	"seek"	"a"	"way"	"to"	"use"	"the"	"money"	"for"	"purposes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"they"	"her"	"before"	"in"	"before_they"	"they_her"	"her_in"	"continents_before_they"	"before_they_her"	"they_her_in"	"her_in_their"	"NNS"	"IN"	"PRP"	"VB"	"PRP"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"diane"	"was"	"need"	"as"	"a"	"material"	"witness"	"in"	"case"	"and"	"new_york"	"police"	"search"	"three"	"continents"	"before"	"they"	"find"	"her"	"in"	"their"	"own"	"back"	"yard"	"in"	"a"	"swank"	"hotel"	"of_course"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:01::"	"she"	"rooms"	"morning"	"directly"	"morning_she"	"she_rooms"	"rooms_directly"	"the_morning_she"	"morning_she_rooms"	"she_rooms_directly"	"rooms_directly_across"	"DT"	"NN"	"PRP"	"VB"	"NNS"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"morning"	"she"	"find"	"rooms"	"directly"	"across"	"from"	"the"	"excelsior"	"at"	"the"	"equally"	"luxurious"	"hotel_ambassador"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
