"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"
"2:42:04::"	"this"	"to"	"sometimes"	"his"	"sometimes_this"	"this_to"	"to_his"	"∅_sometimes_this"	"sometimes_this_to"	"this_to_his"	"to_his_become"	"ε"	"RB"	"DT"	"VB"	"VB"	"PRP$"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"lead"	"to"	"his"	"become"	"demandingly"	"dominant"	"in"	"marriage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"that"	"to"	"stimulation"	"further"	"stimulation_that"	"that_to"	"to_further"	"provide_stimulation_that"	"stimulation_that_to"	"that_to_further"	"to_further_production"	"VB"	"NN"	"IN"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by_no_means"	"would"	"we"	"discourage"	"the"	"production"	"of"	"idea"	"they"	"provide"	"with"	"which"	"to"	"work"	"they"	"provide"	"stimulation"	"that"	"lead"	"to"	"further"	"production"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"which"	"to"	"finding"	"this"	"finding_which"	"which_to"	"to_this"	"the_finding_which"	"finding_which_to"	"which_to_this"	"to_this_conclusion"	"DT"	"NN"	"WDT"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"basis"	"the"	"finding"	"which"	"lead"	"to"	"this"	"conclusion"	"the"	"court"	"remand"	"the"	"case"	"to"	"the"	"group"	"to"	"determine"	"the"	"appropriate"	"relief"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"that"	"to"	"detail"	"an"	"detail_that"	"that_to"	"to_an"	"the_detail_that"	"detail_that_to"	"that_to_an"	"to_an_overall"	"DT"	"NN"	"IN"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"an"	"evaluative"	"situation"	"is"	"set_up"	"and"	"concern"	"be"	"with"	"the"	"detail"	"that"	"lead"	"to"	"an"	"overall"	"estimate"	"we"	"say"	"that"	"roleplaying"	"is"	"use"	"for"	"evaluation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	","	"us"	"say"	"to"	"say_,"	",_us"	"us_to"	"she_say_,"	"say_,_us"	",_us_to"	"us_to_location"	"PRP"	"VB"	"ε"	"VB"	"PRP"	"TO"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"very"	"kindly"	"let"	"me"	"drive"	"through"	"sante_fe"	"a"	"road"	"which"	"would"	"she"	"say"	"lead"	"us"	"to"	"location"	"and_then"	"location"	"and"	"eventually"	"out"	"of"	"new_mexico"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"that"	"to"	"passageway"	"person"	"passageway_that"	"that_to"	"to_person"	"narrow_passageway_that"	"passageway_that_to"	"that_to_person"	"to_person_'s"	"JJ"	"NN"	"IN"	"VB"	"VB"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"safe"	"at"	"group"	"stand"	"next"	"to"	"gum"	"machine"	"in"	"a"	"narrow"	"passageway"	"that"	"lead"	"to"	"person"	"office"	"to"	"the"	"left"	"the"	"lieutenant"	"office"	"far"	"along"	"and"	"to"	"the"	"left"	"and"	"the"	"janitor"	"supply_closet"	"straight"	"ahead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"event"	"to"	"of"	"his"	"of_event"	"event_to"	"to_his"	"sequence_of_event"	"of_event_to"	"event_to_his"	"to_his_important"	"NN"	"IN"	"NN"	"VB"	"VB"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"of"	"event"	"lead"	"to"	"his"	"important"	"discovery"	"still"	"remain"	"ambiguous"	"but"	"it"	"seem"	"that"	"one"	"of"	"the"	"advanced"	"student"	"at"	"the"	"university"	"relate"	"that"	"the"	"first"	"direct"	"event"	"that"	"lead"	"to"	"the"	"publication"	"of"	"person"	"discovery"	"occur"	"during"	"a"	"private"	"lecture"	"make"	"before"	"a"	"group"	"of"	"advanced"	"student"	"in"	"the"	"spring"	"of"	"0"	"0"	"0"	
"2:42:04::"	"that"	"to"	"event"	"the"	"event_that"	"that_to"	"to_the"	"direct_event_that"	"event_that_to"	"that_to_the"	"to_the_publication"	"JJ"	"NN"	"IN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sequence"	"of"	"event"	"lead"	"to"	"his"	"important"	"discovery"	"still"	"remain"	"ambiguous"	"but"	"it"	"seem"	"one"	"of"	"the"	"advanced"	"student"	"at"	"the"	"university"	"relate"	"that"	"the"	"first"	"direct"	"event"	"that"	"lead"	"to"	"the"	"publication"	"of"	"person"	"discovery"	"occur"	"during"	"a"	"private"	"lecture"	"make"	"before"	"a"	"group"	"of"	"advanced"	"student"	"in"	"the"	"spring"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:08::"	"actually"	"their"	"they"	"life"	"they_actually"	"actually_their"	"their_life"	",_they_actually"	"they_actually_their"	"actually_their_life"	"their_life_in"	"ε"	"PRP"	"RB"	"VB"	"PRP$"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"be"	"noteworthy"	"about"	"this"	"large"	"group"	"of"	"teenager"	"be"	"that"	"although"	"attitude"	"hardly"	"differentiate"	"them"	"from"	"their"	"gentile"	"counterpart"	"they"	"actually"	"lead"	"their"	"life"	"in"	"a"	"vast"	"self-enclosed"	"jewish"	"cosmos"	"with"	"relatively"	"little"	"contact"	"with"	"the"	"non"	"jewish"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"has"	"."	"theology"	"∅"	"theology_has"	"has_."	"._∅"	"a_theology_has"	"theology_has_."	"has_._∅"	"._∅_∅"	"DT"	"NN"	"VBZ"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"affirm"	"this"	"we"	"have"	"already"	"take"	"the"	"decisive"	"step"	"in"	"break"	"deadlock"	"into"	"which"	"person"	"attempt"	"to"	"formulate"	"such"	"a"	"theology"	"has"	"lead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"down"	"steps"	"to"	"steps_that"	"that_down"	"down_to"	"carpeted_steps_that"	"steps_that_down"	"that_down_to"	"down_to_it"	"JJ"	"NN"	"WDT"	"VB"	"RB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"come"	"to"	"the"	"ballroom"	"and"	"on"	"the"	"two"	"carpeted"	"steps"	"that"	"lead"	"down"	"to"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"road"	"south"	"the"	"along"	"the_road"	"road_south"	"south_along"	"∅_the_road"	"the_road_south"	"road_south_along"	"south_along_the"	"ε"	"DT"	"NN"	"VB"	"JJ"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"road"	"lead"	"south"	"along"	"the"	"river"	"be"	"shaded"	"with"	"old"	"tree"	"and"	"in"	"the"	"moonlight"	"the"	"silvery"	"landscape"	"be"	"like"	"a"	"setting"	"for"	"troll"	"and"	"wood"	"god"	"rather_than"	"the"	"hudson_river"	"valley"	"of"	"his"	"boyhood"	"memory"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"personally"	"the"	"person"	"fight"	"person_personally"	"personally_the"	"the_fight"	"∅_person_personally"	"person_personally_the"	"personally_the_fight"	"the_fight_for"	"ε"	"NNP"	"RB"	"VB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"personally"	"lead"	"the"	"fight"	"for"	"the"	"measure"	"which"	"he"	"had"	"water_down"	"considerably"	"since"	"its"	"rejection"	"by"	"two"	"previous"	"legislature"	"in"	"a"	"public"	"hearing"	"before"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"also"	"the"	"and"	"group"	"and_also"	"also_the"	"the_group"	".365_and_also"	"and_also_the"	"also_the_group"	"the_group_in"	"CD"	"CC"	"RB"	"VB"	"DT"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"bullnecked"	"blond"	"switch-hitter"	"have"	"one"	"sensational"	"triple-crown_season"	"he"	"bat"	"and"	"also"	"lead"	"the"	"group"	"in"	"home_run"	"and"	"rbi"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"the"	"in"	"take"	"the"	"take_the"	"the_in"	"in_the"	"group_take_the"	"take_the_in"	"the_in_the"	"in_the_first"	"NNP"	"VB"	"VB"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"take"	"the"	"lead"	"in"	"the"	"first"	"inning"	"as"	"they"	"did"	"in"	"sunday"	"opener"	"and"	"never"	"lag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"4"	"in"	"-"	"the"	"-_4"	"4_in"	"in_the"	"5_-_4"	"-_4_in"	"4_in_the"	"in_the_top"	"CD"	"ε"	"CD"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"had"	"a"	"lead"	"in"	"the"	"top"	"of"	"the"	"sixth"	"on"	"a"	"pair"	"of"	"pop_fly"	"hit"	"a"	"triple"	"by"	"person"	"and"	"single"	"by"	"person"	"a"	"walk"	"and"	"a"	"sacrifice_fly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"0"	","	"-"	"but"	"-_0"	"0_,"	",_but"	"1_-_0"	"-_0_,"	"0_,_but"	",_but_person"	"CD"	"ε"	"CD"	"NN"	"ε"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"foot"	"home_run"	"over"	"left"	"in"	"the"	"first"	"inning"	"the"	"group"	"a"	"lead"	"but"	"person"	"come_back"	"in"	"the"	"bottom"	"of"	"the"	"first"	"with"	"his"	"second"	"homer"	"in"	"two"	"day"	"with"	"the"	"walk"	"person"	"aboard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"dissatisfaction"	"to"	"this"	"person"	"this_dissatisfaction"	"dissatisfaction_to"	"to_person"	"∅_this_dissatisfaction"	"this_dissatisfaction_to"	"dissatisfaction_to_person"	"to_person_'s"	"ε"	"DT"	"NN"	"VB"	"VB"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dissatisfaction"	"lead"	"to"	"person"	"request"	"that"	"the"	"video"	"not"	"be"	"terminate"	"before"	"the"	"end"	"of"	"the"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"to"	"a"	"man"	"team"	"man_to"	"to_a"	"a_team"	"third_man_to"	"man_to_a"	"to_a_team"	"a_team_to"	"JJ"	"NN"	"TO"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"triumph"	"make"	"only"	"the"	"third"	"man"	"to"	"lead"	"a"	"team"	"to"	"both"	"a"	"pennant"	"and"	"a"	"world_series"	"victory"	"in"	"his"	"first"	"year"	"as"	"a"	"manager"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:02::"	"the"	"in"	"take"	"cubist"	"take_the"	"the_in"	"in_cubist"	"finally_take_the"	"take_the_in"	"the_in_cubist"	"in_cubist_innovation"	"RB"	"VB"	"VB"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"synthetic_cubism"	"begin"	"with"	"person"	"alone"	"late"	"in"	"or"	"early"	"in"	"this"	"the_point"	"at"	"which"	"he"	"finally"	"take"	"the"	"lead"	"in"	"cubist"	"innovation"	"away"	"from"	"person"	"never"	"again"	"to"	"relinquish"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"who"	"the"	"quarterback"	"group"	"quarterback_who"	"who_the"	"the_group"	"the_quarterback_who"	"quarterback_who_the"	"who_the_group"	"the_group_to"	"DT"	"NN"	"WP"	"VB"	"DT"	"NNP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"who"	"lead"	"the"	"group"	"to"	"the"	"title"	"was"	"sign"	"by"	"the"	"group"	"last"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"indian_python"	"with"	"the"	"a"	"the_indian_python"	"indian_python_with"	"with_a"	",_the_indian_python"	"the_indian_python_with"	"indian_python_with_a"	"with_a_figure"	"ε"	"DT"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"it"	"come_to"	"rate"	"early"	"growth"	"the"	"indian_python"	"lead"	"with"	"a"	"figure"	"of"	"about"	"foot"	"inch"	"per_year"	"for"	"the"	"first"	"two"	"year"	"more_or_less"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"person"	"out"	"which"	"that"	"which_person"	"person_out"	"out_that"	"patrol_which_person"	"which_person_out"	"person_out_that"	"out_that_next"	"NN"	"WDT"	"NNP"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"ten"	"man"	"the"	"patrol"	"which"	"person"	"lead"	"out"	"that"	"next"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
