"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"
"1:26:02::"	"his"	","	"into"	"even"	"into_his"	"his_,"	",_even"	"back_into_his"	"into_his_,"	"his_,_even"	",_even_if"	"RB"	"IN"	"PRP$"	"NN"	"ε"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"strange"	"how"	"everything"	"fit"	"back"	"into"	"his"	"life"	"even"	"if"	"he"	"had"	"be"	"away"	"so"	"long"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"own"	","	"his"	"and"	"his_own"	"own_,"	",_and"	"about_his_own"	"his_own_,"	"own_,_and"	",_and_all"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"think"	"that"	"if"	"once"	"only"	"once"	"he"	"could"	"with"	"person"	"something"	"about"	"his"	"own"	"life"	"and"	"all"	"life"	"would"	"be"	"clear"	"and"	"simple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"all"	","	"and"	"would"	"and_all"	"all_,"	",_would"	",_and_all"	"and_all_,"	"all_,_would"	",_would_be"	"ε"	"CC"	"DT"	"NN"	"ε"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"think"	"that"	"if"	"once"	"only"	"once"	"he"	"could"	"talk"	"with"	"something"	"about"	"his"	"own"	"life"	"and"	"all"	"life"	"would"	"be"	"clear"	"and"	"simple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"make"	"miserable"	","	"for"	",_make"	"make_miserable"	"miserable_for"	"son_,_make"	",_make_miserable"	"make_miserable_for"	"miserable_for_nearly"	"NN"	"ε"	"VB"	"NN"	"JJ"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"word"	"should"	"be"	"say"	"for"	"person"	"a"	"broadway"	"who"	"as"	"the"	"adopted"	"son"	"make"	"life"	"miserable"	"for"	"nearly"	"everybody"	"and"	"person"	"in"	"particular"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"of"	"."	"part"	"∅"	"part_of"	"of_."	"._∅"	"real_part_of"	"part_of_."	"of_._∅"	"._∅_∅"	"JJ"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"enjoy"	"great"	"party"	"when"	"she"	"would"	"sit_up"	"talk"	"and"	"dance"	"and"	"drink"	"all"	"night"	"but"	"it"	"always"	"seem"	"to"	"her"	"that"	"be"	"alone"	"especially"	"in"	"her"	"house"	"be"	"the"	"real"	"part"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"my"	"film"	"of"	"''"	"of_my"	"my_film"	"film_''"	"roll_of_my"	"of_my_film"	"my_film_''"	"film_''_?"	"NN"	"IN"	"PRP$"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"scorn"	"for"	"the"	"jargon"	"of"	"psychical"	"research"	"was"	"alter"	"somewhat"	"when"	"he"	"wonder"	"how"	"or"	"had"	"i"	"been"	"show"	"an"	"unreleased"	"roll"	"of"	"my"	"life"	"film"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"his"	"in"	"risk"	"endeavor"	"risk_his"	"his_in"	"in_endeavor"	"cheerfully_risk_his"	"risk_his_in"	"his_in_endeavor"	"in_endeavor_to"	"RB"	"VB"	"PRP$"	"NN"	"IN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whereas"	"person"	"has"	"risk"	"his"	"life"	"in"	"endeavor"	"to"	"deliver"	"those"	"who"	"are"	"deny"	"all"	"right"	"and"	"is"	"this"	"day"	"doom"	"to"	"suffer"	"death"	"for"	"his"	"effort"	"in"	"behalf"	"of"	"those"	"who"	"have"	"no"	"helper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"his"	"savings"	"of"	"by"	"of_his"	"his_savings"	"savings_by"	"bilk_of_his"	"of_his_savings"	"his_savings_by"	"savings_by_the"	"VB"	"IN"	"PRP$"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"her"	"fellow"	"townsman"	"also"	"experience"	"a"	"nervous_breakdown"	"just"	"as_soon_as"	"discover"	"that"	"he"	"had"	"been"	"bilk"	"of"	"his"	"life"	"savings"	"by"	"the"	"limited"	"practitioner"	"who"	"had"	"been"	"treat"	"his"	"wife"	"a"	"woman"	"suffer"	"from"	"an"	"incurable"	"disease"	"multiple_sclerosis"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"and"	","	"color"	"the"	"color_and"	"and_,"	",_the"	"their_color_and"	"color_and_,"	"and_,_the"	",_the_variety"	"PRP$"	"NN"	"CC"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"historically"	"in"	"america"	"the"	"appeal"	"city"	"has"	"be"	"their"	"color"	"and"	"life"	"the"	"variety"	"of"	"experience"	"they"	"offer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"in"	"and"	"meaning"	"enjoy"	"meaning_in"	"in_and"	"and_enjoy"	"consistent_meaning_in"	"meaning_in_and"	"in_and_enjoy"	"and_enjoy_guidance"	"JJ"	"NN"	"IN"	"NN"	"CC"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"also"	"the"	"possibility"	"higher"	"of"	"experience"	"consistent"	"meaning"	"in"	"life"	"and"	"enjoy"	"guidance"	"and"	"expansiveness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"his"	"!"	"of"	"∅"	"of_his"	"his_!"	"!_∅"	"time_of_his"	"of_his_!"	"his_!_∅"	"!_∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"as"	"you"	"can"	"also"	"see"	"it"	"not"	"a"	"painful"	"exercise"	"at_all"	"because"	"person"	"the"	"happy"	"bodybuilder"	"look"	"as"	"he"	"were"	"have"	"the"	"time"	"of"	"his"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"their"	"("	"in"	"two"	"in_their"	"their_("	"(_two"	"event_in_their"	"in_their_("	"their_(_two"	"(_two_marriage"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"JJ"	"NN"	"not"	"as_though"	"she"	"note"	"clearly"	"that"	"her"	"nephew"	"had"	"not"	"been"	"to"	"see"	"her"	"for"	"ten"	"year"	"not"	"since"	"their"	"last"	"journey"	"eastward"	"to"	"witness"	"their"	"person"	"being"	"lower"	"into"	"the"	"rocky"	"soil"	"that"	"aside"	"from"	"due"	"notification"	"of"	"certain"	"major"	"event"	"their"	"two"	"marriage"	"two"	"birth"	"one"	"divorce"	"christmas_card"	"and"	"easter_card"	"of"	"the"	"traditional"	"sort"	"had"	"be"	"the"	"only"	"thin"	"link"	"she"	"have"	"with"	"them"	"through"	"the"	"widowed"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"by"	"consider"	"arouse"	"simply"	"arouse_by"	"by_consider"	"consider_simply"	"interest_arouse_by"	"arouse_by_consider"	"by_consider_simply"	"consider_simply_as"	"NN"	"VB"	"IN"	"NN"	"VB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"is"	"further"	"characterize"	"in"	"antithesis"	"to"	"person"	"as"	"animal"	"the"	"image"	"a"	"dog"	"which"	"appear"	"at"	"several"	"place"	"is"	"first"	"give"	"as"	"the"	"of"	"amiable"	"irrelevant"	"interest"	"arouse"	"by"	"life"	"consider"	"simply"	"as"	"a"	"spectacle"	"a"	"dog"	"in"	"a"	"wagon"	"be"	"admirable"	"a"	"pleasure"	"to"	"contemplate"	"another"	"wagon"	"have"	"no"	"dog"	"and"	"therefore"	"be"	"devoid_of"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:01::"	"community"	"today"	"in"	"that"	"in_community"	"community_today"	"today_that"	"part_in_community"	"in_community_today"	"community_today_that"	"today_that_it"	"NN"	"IN"	"JJ"	"NN"	"RB"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"electricity"	"play"	"such"	"important"	"part"	"in"	"community"	"life"	"today"	"that"	"it"	"be"	"difficult"	"to"	"envision"	"a"	"time"	"when"	"current"	"be"	"not"	"available"	"for"	"daily"	"use"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
