"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"
"2:41:00::"	"'ve"	"to"	"i"	"compromise"	"i_'ve"	"'ve_to"	"to_compromise"	"∅_i_'ve"	"i_'ve_to"	"'ve_to_compromise"	"to_compromise_by"	"ε"	"PRP"	"VBP"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"try"	"to"	"compromise"	"by"	"let"	"them"	"take"	"the"	"little"	"car"	"now_and_then"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:06::"	"was"	"for"	"who"	"the"	"who_was"	"was_for"	"for_the"	",_who_was"	"who_was_for"	"was_for_the"	"for_the_same"	"ε"	"WP"	"VBD"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"verdict"	"bring"	"vindication"	"to"	"the"	"dead"	"woman"	"vincent_hengesbach"	"who"	"was"	"try"	"for"	"the"	"same"	"crime"	"in"	"december"	"and"	"release"	"when"	"the"	"jury"	"fail"	"to"	"reach"	"a"	"verdict"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:06::"	"who"	"both"	","	"the"	",_who"	"who_both"	"both_the"	"assistant_prosecutor_fred_lewis_,_who"	",_who_both"	"who_both_the"	"both_the_hengesbach"	"NNP"	"ε"	"WP"	"VB"	"DT"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assistant_prosecutor_fred_lewis"	"try"	"both"	"the"	"hengesbach"	"and"	"pohl"	"cases"	"say"	"he"	"did"	"not"	"know"	"what"	"would"	"be"	"do"	"about"	"two"	"arson"	"charges"	"pending"	"against"	"pohl"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"of"	"to"	"accuse"	"land"	"accuse_of"	"of_to"	"to_land"	"and_accuse_of"	"accuse_of_to"	"of_to_land"	"to_land_a"	"CC"	"VB"	"IN"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mcnair"	"was"	"seize"	"march"	"with"	"four"	"and"	"accuse"	"of"	"try"	"to"	"land"	"a"	"boatload"	"of"	"rifles"	"in"	"pinar_del_rio"	"about"	"miles"	"from"	"havana"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"to"	"codes"	"start"	"codes_and"	"and_to"	"to_start"	"go_codes_and"	"codes_and_to"	"and_to_start"	"to_start_transmit"	"NN"	"NNS"	"CC"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"ask"	"wisman"	"what"	"would"	"happen"	"he"	"break_out"	"the"	"go"	"codes"	"and"	"try"	"to"	"start"	"transmit"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"-"	"to"	"specialist"	"take_over"	"specialist_-"	"-_to"	"to_take_over"	"lebensraum_specialist_-"	"specialist_-_to"	"-_to_take_over"	"to_take_over_catfish_bend"	"NN"	"NN"	"ε"	"VB"	"TO"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"gray_fox"	"with"	"a"	"patch"	"on"	"one"	"confidence_man"	"city_slicker"	"lebensraum"	"specialist"	"try"	"to"	"take_over"	"catfish_bend"	"in_this"	"third"	"relaxed"	"allegory"	"from"	"mr._burman"	"refreshing"	"louisiana"	"animal"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"rather_than"	"to"	","	"do"	",_rather_than"	"rather_than_to"	"to_do"	"need_,_rather_than"	",_rather_than_to"	"rather_than_to_do"	"to_do_this"	"VB"	"ε"	"RB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"safest"	"procedure"	"be"	"to"	"let"	"your"	"builder"	"the"	"size"	"of"	"the"	"unit"	"you"	"need"	"rather_than"	"try"	"to"	"do"	"this"	"yourself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"has"	"that"	"block"	"''"	"block_has"	"has_that"	"that_''"	"the_block_has"	"block_has_that"	"has_that_''"	"that_''_."	"DT"	"NN"	"VBZ"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"every"	"woman"	"in"	"block"	"has"	"try"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"to"	"be"	"influence"	"be_to"	"to_to"	"to_influence"	",_be_to"	"be_to_to"	"to_to_influence"	"to_influence_young"	"ε"	"VB"	"TO"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"best"	"approach"	"he"	"be"	"to"	"try"	"to"	"influence"	"young"	"people"	"like"	"the"	"high"	"schoolers"	"he"	"and"	"his"	"wife"	"serve"	"as"	"advisors"	"at_first"	"presbyterian_church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"their"	"churches"	"own"	"churches_to"	"to_their"	"their_own"	"encourage_churches_to"	"churches_to_their"	"to_their_own"	"their_own_programs"	"VB"	"NNS"	"TO"	"VB"	"PRP$"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"to"	"churches"	"to"	"try"	"their"	"own"	"programs"	"kern"	"say"	"this"	"sunday"	"sessions"	"include"	"the"	"free"	"dinner"	"will"	"be"	"open_to"	"anyone"	"who"	"make"	"reservations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"to"	"decide"	"let"	"decide_to"	"to_to"	"to_let"	"they_decide_to"	"decide_to_to"	"to_to_let"	"to_let_the"	"PRP"	"VB"	"TO"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"after_that"	"service"	"decide"	"to"	"try"	"to"	"let"	"the"	"girls"	"say"	"grace"	"at"	"the"	"table"	"have"	"bedtime"	"prayers"	"and"	"bible"	"stories"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:06::"	"were"	"together"	"men"	"in"	"men_were"	"were_together"	"together_in"	"eight_men_were"	"men_were_together"	"were_together_in"	"together_in_u._s._district_court"	"CD"	"NNS"	"VBD"	"VB"	"RB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"eight"	"were"	"try"	"together"	"in"	"u._s._district_court"	"in"	"anniston"	"ala."	"on"	"charges"	"of"	"interfere"	"with"	"interstate"	"transportation"	"and"	"conspiracy"	"grow"	"out"	"of"	"a"	"white"	"mob"	"attack"	"on"	"a"	"greyhound"	"bus"	"carry"	"the"	"first"	"of"	"the"	"freedom"	"riders"	
"2:41:00::"	"to"	"to"	"encourage"	"get_rid_of"	"encourage_to"	"to_to"	"to_get_rid_of"	"are_encourage_to"	"encourage_to_to"	"to_to_get_rid_of"	"to_get_rid_of_all"	"VBP"	"VB"	"TO"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"news"	"of"	"their"	"experiments"	"reach"	"the"	"farmers"	"who"	"forget"	"that"	"birds"	"be"	"efficient"	"natural"	"enemies"	"of"	"insects"	"and"	"rodents"	"are"	"encourage"	"to"	"try"	"to"	"get_rid_of"	"all"	"birds"	"that"	"occasionally"	"peck"	"their"	"grapes"	"or"	"their"	"blueberries"	"buchheister"	"tell"	"the"	"delegates"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"to"	"ask"	"touch"	"ask_,"	",_to"	"to_touch"	"he_ask_,"	"ask_,_to"	",_to_touch"	"to_touch_a"	"PRP"	"VB"	"ε"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"your"	"people"	"still"	"alive"	"ask"	"try"	"to"	"touch"	"a"	"part"	"of"	"her"	"life"	"person"	"had"	"n't"	"discuss"	"so"	"he"	"could"	"have"	"something"	"of"	"her"	"for"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"not"	"to"	"'m"	"worry"	"'m_not"	"not_to"	"to_worry"	"i_'m_not"	"'m_not_to"	"not_to_worry"	"to_worry_you"	"PRP"	"VBP"	"RB"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"try"	"to"	"worry"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"n't"	"to"	"do"	"be"	"do_n't"	"n't_to"	"to_be"	"``_do_n't"	"do_n't_to"	"n't_to_be"	"to_be_noble"	"ε"	"VBP"	"RB"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"try"	"to"	"be"	"noble"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"you"	"to"	"``"	"say"	"``_you"	"you_to"	"to_say"	"∅_``_you"	"``_you_to"	"you_to_say"	"to_say_i"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"try"	"to"	"say"	"i"	"start"	"the"	"fight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"not"	"to"	"'m"	"say"	"'m_not"	"not_to"	"to_say"	"i_'m_not"	"'m_not_to"	"not_to_say"	"to_say_anything"	"PRP"	"VBP"	"RB"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"try"	"to"	"say"	"anything"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"not"	"another"	"why"	"club"	"why_not"	"not_another"	"another_club"	"``_why_not"	"why_not_another"	"not_another_club"	"another_club_''"	"ε"	"WRB"	"RB"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"try"	"another"	"club"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"you"	"to"	"do"	"set"	"do_you"	"you_to"	"to_set"	"-_do_you"	"do_you_to"	"you_to_set"	"to_set_a"	"ε"	"VBP"	"PRP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"improvement"	"are"	"recommend"	"in"	"working"	"condition"	"such_as"	"lighting"	"eating"	"facility"	"air-conditioning"	"do"	"you"	"try"	"to"	"set"	"a"	"measure"	"of"	"their"	"effectiveness"	"on"	"productivity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"you"	"to"	"do"	"maintain"	"do_you"	"you_to"	"to_maintain"	"∅_do_you"	"do_you_to"	"you_to_maintain"	"to_maintain_the"	"ε"	"VBP"	"PRP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"try"	"to"	"maintain"	"the"	"principle"	"of"	"employee"	"contribute"	"as"	"oppose"	"to"	"fully"	"company"	"paid"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"that"	"to"	"country"	"run"	"country_that"	"that_to"	"to_run"	",_country_that"	"country_that_to"	"that_to_run"	"to_run_to"	"ε"	"NN"	"WDT"	"VB"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once"	"these"	"condition"	"of"	"are"	"meet"	"country"	"that"	"try"	"to"	"run"	"to"	"blockade"	"do"	"so"	"at"	"their"	"own"	"risk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"had"	","	"man"	"at"	"man_had"	"had_,"	",_at"	"a_man_had"	"man_had_,"	"had_,_at"	",_at_the"	"DT"	"NN"	"VBD"	"VB"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"a"	"had"	"try"	"at"	"the"	"location"	"to"	"register"	"with"	"an"	"ocelot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"∅"	"to"	"∅"	"forget"	"∅_∅"	"∅_to"	"to_forget"	"∅_∅_∅"	"∅_∅_to"	"∅_to_forget"	"to_forget_motive"	"ε"	"ε"	"ε"	"VB"	"VB"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"forget"	"motive"	"for_the_moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"by"	"to"	"begin"	"put"	"begin_by"	"by_to"	"to_put"	"might_begin_by"	"begin_by_to"	"by_to_put"	"to_put_them"	"MD"	"VB"	"IN"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"recent"	"political_campaign"	"two"	"charge"	"were"	"level"	"affect"	"the"	"of"	"power"	"and"	"i"	"think"	"we"	"might"	"begin"	"by"	"try"	"to"	"put"	"them"	"into"	"proper"	"focus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"he"	"to"	","	"think"	",_he"	"he_to"	"to_think"	"walk_,_he"	",_he_to"	"he_to_think"	"to_think_."	"VB"	"ε"	"PRP"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"he"	"he"	"try"	"to"	"think"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"she"	"to"	"∅"	"think_of"	"∅_she"	"she_to"	"to_think_of"	"∅_∅_she"	"∅_she_to"	"she_to_think_of"	"to_think_of_his"	"ε"	"ε"	"PRP"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"try"	"to"	"think_of"	"his"	"unpredictable"	"action"	"in"	"the"	"eleven"	"year"	"she"	"had"	"know"	"him"	"and"	"discover"	"they"	"be"	"n't"	"so"	"many"	"after_all"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"to"	"face"	"explain"	"face_,"	",_to"	"to_explain"	"his_face_,"	"face_,_to"	",_to_explain"	"to_explain_she"	"PRP$"	"NN"	"ε"	"VB"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"later"	"she"	"apologize"	"for"	"the"	"scratch"	"across"	"his"	"face"	"try"	"to"	"explain"	"she"	"could"	"n't"	"help"	"herself"	"that"	"the"	"panic"	"arise"	"in"	"her"	"unwanted"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"n't"	"it"	"do"	"''"	"do_n't"	"n't_it"	"it_''"	"``_do_n't"	"do_n't_it"	"n't_it_''"	"it_''_,"	"ε"	"VBP"	"RB"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"try"	"it"	"person"	"tell"	"him"	"dismount"	"and"	"start"	"up"	"the"	"steps"	"with"	"his"	"men"	"follow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
