"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"
"1:04:01::"	"group"	"in"	"third"	"the"	"third_group"	"group_in"	"in_the"	"the_third_group"	"third_group_in"	"group_in_the"	"in_the_ninth"	"DT"	"JJ"	"NNP"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"hammer"	"the"	"ball"	"over"	"left"	"fence"	"for"	"the"	"third"	"group"	"run"	"in"	"the"	"ninth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"winning"	"with"	"the"	"two"	"the_winning"	"winning_with"	"with_two"	"with_the_winning"	"the_winning_with"	"winning_with_two"	"with_two_out"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"line_double"	"which"	"just"	"elude"	"the"	"dive"	"person"	"leftfield"	"drive_in"	"person"	"with"	"the"	"winning"	"run"	"with"	"two"	"out"	"in"	"the"	"last"	"of"	"the"	"ninth"	"to"	"give"	"the"	"group"	"a"	"victory"	"over"	"the"	"group"	"monday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"'s"	"score"	"person"	"two-baser"	"person_'s"	"'s_score"	"score_two-baser"	",_person_'s"	"person_'s_score"	"'s_score_two-baser"	"score_two-baser_,"	"ε"	"NNP"	"POS"	"NN"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"double"	"by"	"person"	"run"	"score"	"two-baser"	"an"	"infield"	"single"	"by"	"person"	"and"	"person"	"solid"	"single"	"to"	"center"	"put"	"the"	"group"	"back"	"in_front"	"in"	"the"	"last"	"of"	"the"	"fifth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"-"	"homer"	"2"	"as"	"2_-"	"-_homer"	"homer_as"	"a_2_-"	"2_-_homer"	"-_homer_as"	"homer_as_the"	"DT"	"JJ"	"ε"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"person"	"replacement"	"slam"	"run"	"homer"	"as"	"the"	"group"	"rout"	"loser"	"person"	"in"	"a"	"run"	"first"	"inning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"-"	"first"	"5"	"inning"	"5_-"	"-_first"	"first_inning"	"a_5_-"	"5_-_first"	"-_first_inning"	"first_inning_."	"DT"	"JJ"	"ε"	"NN"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"person"	"replacement"	"slam"	"a"	"run"	"homer"	"as"	"the"	"group"	"loser"	"person"	"in"	"a"	"run"	"first"	"inning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"-"	"homer"	"2"	"off"	"2_-"	"-_homer"	"homer_off"	"a_2_-"	"2_-_homer"	"-_homer_off"	"homer_off_person"	"DT"	"JJ"	"ε"	"NN"	"NN"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"fifth"	"person"	"a"	"run"	"homer"	"off"	"person"	"but"	"by"	"that"	"time"	"the"	"score"	"be"	"and"	"it"	"really"	"did"	"n't"	"matter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"up"	"∅"	"the"	"∅_person"	"person_up"	"up_the"	"∅_∅_person"	"∅_person_up"	"person_up_the"	"up_the_ladder"	"ε"	"ε"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"run"	"up"	"the"	"ladder"	"and"	"stand"	"for"	"a"	"second"	"suck_in"	"the"	"cool"	"air"	"that"	"smell"	"of"	"mud"	"and"	"river"	"weed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:08::"	"had"	"."	"towel"	"∅"	"towel_had"	"had_."	"._∅"	"the_towel_had"	"towel_had_."	"had_._∅"	"._∅_∅"	"DT"	"NN"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"color"	"on"	"towel"	"had"	"run"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"development"	"through"	"of"	"the"	"of_development"	"development_through"	"through_the"	"stream_of_development"	"of_development_through"	"development_through_the"	"through_the_history"	"NN"	"IN"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"all"	"this"	"we"	"can"	"see"	"that"	"two"	"stream"	"of"	"development"	"run"	"through"	"the"	"history"	"of"	"twentieth"	"century"	"american"	"folklore"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"he"	"out"	"∅"	"into"	"∅_he"	"he_out"	"out_into"	"∅_∅_he"	"∅_he_out"	"he_out_into"	"out_into_the"	"ε"	"ε"	"PRP"	"VB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"run"	"out"	"into"	"the"	"downpour"	"speed"	"across"	"the"	"yard"	"and"	"into"	"the"	"buggy"	"room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"two"	"homer"	"a"	"by"	"a_two"	"two_homer"	"homer_by"	"∅_a_two"	"a_two_homer"	"two_homer_by"	"homer_by_person"	"ε"	"DT"	"JJ"	"NN"	"NN"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"run"	"homer"	"by"	"person"	"and"	"a"	"solo_blast"	"by"	"person"	"tie"	"the"	"game"	"and"	"single"	"run"	"in"	"the"	"eighth"	"and"	"ninth"	"give"	"the"	"group"	"their"	"fifth"	"victory"	"in"	"eight"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"single"	"in"	"and"	"the"	"and_single"	"single_in"	"in_the"	",_and_single"	"and_single_in"	"single_in_the"	"in_the_eighth"	"ε"	"CC"	"JJ"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"two"	"run"	"homer"	"by"	"person"	"and"	"a"	"by"	"person"	"tie"	"the"	"game"	"and"	"single"	"run"	"in"	"the"	"eighth"	"and"	"ninth"	"give"	"the"	"group"	"their"	"fifth"	"victory"	"in"	"eight"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"winning"	"."	"the"	"∅"	"the_winning"	"winning_."	"._∅"	"be_the_winning"	"the_winning_."	"winning_._∅"	"._∅_∅"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"person"	"kansas_city"	"catcher"	"single"	"up"	"the"	"middle"	"and"	"person"	"across"	"with"	"what"	"prove"	"to"	"be"	"the"	"winning"	"run"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"their"	"off"	"of"	"person"	"of_their"	"their_off"	"off_person"	"three_of_their"	"of_their_off"	"their_off_person"	"off_person_before"	"JJ"	"IN"	"PRP$"	"NN"	"VB"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"get"	"five"	"and"	"all"	"three"	"of"	"their"	"run"	"off"	"person"	"before"	"person"	"take_over"	"in"	"the"	"top"	"of"	"the"	"fourth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"a"	"in"	"get"	"the"	"get_a"	"a_in"	"in_the"	"group_get_a"	"get_a_in"	"a_in_the"	"in_the_first"	"NNP"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"get"	"a"	"run"	"in"	"the"	"first"	"inning"	"when"	"person"	"along"	"with"	"person"	"the"	"two"	"group"	"who"	"get"	"a"	"pair"	"of"	"hit"	"double"	"to"	"right"	"center"	"move"	"to"	"third"	"on"	"person"	"single"	"to"	"right"	"and"	"cross"	"on"	"person"	"wild_pitch"	"into"	"the"	"dirt"	"in_front"	"of"	"the"	"plate"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"86"	"on"	"drive_in"	"a"	"drive_in_86"	"86_on"	"on_a"	"and_drive_in_86"	"drive_in_86_on"	"86_on_a"	"on_a_.255"	"CC"	"VB"	"CD"	"NN"	"IN"	"DT"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"slug"	"the"	"group"	"high"	"homer"	"and"	"drive_in"	"run"	"on"	"a"	"freshman"	"average"	"complete"	"the"	"group"	"spring"	"squad"	"at"	"player"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"two"	"double"	"inning"	"off"	"inning_two"	"two_double"	"double_off"	"third_inning_two"	"inning_two_double"	"two_double_off"	"double_off_the"	"JJ"	"NN"	"JJ"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"take"	"a"	"ride"	"on"	"this"	"one"	"person"	"greet"	"person"	"as"	"the"	"group"	"third_sacker"	"grab"	"a"	"bat"	"head"	"for"	"the"	"plate"	"and"	"a"	"third"	"inning"	"two"	"run"	"double"	"off"	"the"	"left"	"centerfield"	"wall"	"tonight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:02::"	"yard"	"in"	"-"	"the"	"-_yard"	"yard_in"	"in_the"	"600_-_yard"	"-_yard_in"	"yard_in_the"	"in_the_group"	"CD"	"ε"	"NN"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"swift"	"stride"	"jamaican"	"set"	"a"	"record"	"in"	"the"	"yard"	"run"	"in"	"the"	"group"	"track_meet"	"tonight"	"beat"	"group"	"person"	"in"	"a"	"hot"	"duel"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:02::"	"half_mile"	"."	"the"	"∅"	"the_half_mile"	"half_mile_."	"._∅"	"in_the_half_mile"	"the_half_mile_."	"half_mile_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"at"	"the"	"twenty-first"	"annual"	"k._of_c._games"	"final"	"indoor"	"meet"	"of"	"the"	"season"	"get"	"a"	"thrill"	"a_few"	"minute"	"earlier"	"when"	"a"	"slender"	"bespectacled"	"woman"	"break"	"the"	"one"	"week"	"old"	"world_record"	"the"	"half_mile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"style"	"the"	"∅"	"gamut"	"∅_style"	"style_the"	"the_gamut"	"∅_∅_style"	"∅_style_the"	"style_the_gamut"	"the_gamut_from"	"ε"	"ε"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"run"	"the"	"gamut"	"from"	"slender"	"and"	"tapered"	"with"	"elongated"	"toe"	"to"	"a"	"new"	"squared"	"toe"	"shape"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"down"	"excitement"	"the"	"excitement_,"	",_down"	"down_the"	"with_excitement_,"	"excitement_,_down"	",_down_the"	"down_the_hall"	"RB"	"NN"	"ε"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"the"	"landing"	"she"	"see"	"person"	"face"	"flush"	"pink"	"with"	"excitement"	"run"	"down"	"the"	"hall"	"from"	"the"	"kitchen"	"to"	"the"	"front_door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"''"	"able"	","	"able_to"	"to_''"	"''_,"	"'s_able_to"	"able_to_''"	"to_''_,"	"''_,_person"	"VBZ"	"JJ"	"TO"	"VB"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"look"	"a_lot"	"better"	"and"	"able"	"to"	"run"	"person"	"explain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"for"	"monday"	"30_minutes"	"monday_,"	",_for"	"for_30_minutes"	"film_monday_,"	"monday_,_for"	",_for_30_minutes"	"for_30_minutes_,"	"NN"	"NN"	"ε"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"game"	"player"	"see"	"group"	"film"	"monday"	"run"	"for"	"then"	"go"	"in"	"while"	"the"	"reserve"	"scrimmage"	"for"	"minute"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"beside"	"highroad"	"it"	"highroad_,"	",_beside"	"beside_it"	"the_highroad_,"	"highroad_,_beside"	",_beside_it"	"beside_it_all_the_way"	"DT"	"NN"	"ε"	"VB"	"IN"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"sentence"	"with"	"its"	"platitudinous"	"irony"	"announce"	"an"	"emblematic"	"intent"	"the"	"way"	"the"	"churchyard"	"run_along"	"beside"	"the"	"highroad"	"run"	"beside"	"it"	"all_the_way"	"to"	"the"	"end"	"that_is_to_say"	"to"	"the"	"churchyard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"gag"	":"	"vaudeville"	"``"	"vaudeville_gag"	"gag_:"	":_``"	"stock_vaudeville_gag"	"vaudeville_gag_:"	"gag_:_``"	":_``_mother"	"JJ"	"NN"	"NN"	"VB"	"ε"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"vaudeville"	"gag"	"run"	"mother"	"be"	"home"	"sick"	"in"	"bed"	"with"	"the"	"doctor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"endless"	"of"	"an"	"such"	"an_endless"	"endless_of"	"of_such"	"with_an_endless"	"an_endless_of"	"endless_of_such"	"of_such_slip"	"IN"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"journalism"	"supply"	"with"	"an"	"endless"	"run"	"of"	"such"	"slip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"now"	"at"	"are"	"the"	"are_now"	"now_at"	"at_the"	"location_are_now"	"are_now_at"	"now_at_the"	"at_the_rate"	"NNP"	"VBP"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"m.p."	"write"	"in"	"the_manchester_guardian"	"state"	"that"	"from"	"location"	"are"	"now"	"run"	"at"	"the"	"rate"	"not"	"of"	"but"	"of"	"a"	"week"	"and"	"application"	"to"	"leave"	"have"	"rise"	"to"	"a"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:07::"	"were"	"/"	"dialysis"	"chamber"	"dialysis_were"	"were_/"	"/_chamber"	"pressure_dialysis_were"	"dialysis_were_/"	"were_/_chamber"	"/_chamber_under"	"NN"	"NN"	"VBD"	"VB"	"ε"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"paper_electrophoresis"	"was"	"to"	"be"	"use"	"preparation"	"eight"	"strip"	"of"	"a"	"whole"	"serum"	"sample"	"or"	"chromatographic"	"fraction"	"concentrated"	"by"	"negative"	"pressure"	"dialysis"	"were"	"run"	"chamber"	"under"	"the"	"condition"	"describe"	"above"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
