"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"
"4:02:03::"	","	"though"	"comparable"	"the"	"comparable_,"	",_though"	"though_the"	"not_comparable_,"	"comparable_,_though"	",_though_the"	"though_the_same"	"RB"	"JJ"	"ε"	"RB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"these"	"work"	"not"	"comparable"	"even"	"though"	"the"	"same"	"brain"	"conceive"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"in"	"output"	"the"	"output_,"	",_in"	"in_the"	"mature_output_,"	"output_,_in"	",_in_the"	"in_the_spectacular"	"JJ"	"NN"	"ε"	"RB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"it"	"should"	"be"	"note"	"that"	"the"	"polytonal"	"freedom"	"of"	"his"	"melody"	"and"	"harmonic"	"modulation"	"the"	"brilliant"	"orchestration"	"the"	"adroitness"	"for"	"the"	"heaviness"	"of"	"figured_bass"	"the"	"skill"	"in"	"florid"	"counterpoint"	"be"	"not"	"lost"	"in"	"his"	"mature"	"output"	"even"	"in"	"the"	"spectacular"	"historical"	"drama"	"of"	"the"	"stage"	"and"	"cinema"	"where"	"a"	"large"	"dramatic"	"canvas"	"of"	"sound"	"be"	"required"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"envision"	"identity"	"join"	"identity_and"	"and_envision"	"envision_join"	"jewish_identity_and"	"identity_and_envision"	"and_envision_join"	"envision_join_a"	"JJ"	"NN"	"CC"	"RB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nevertheless"	"most_of"	"the"	"teenager"	"i"	"interview"	"maintain"	"their"	"jewish"	"identity"	"and"	"even"	"envision"	"join"	"a"	"synagogue"	"or"	"temple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"authority"	"in"	"and"	"the"	"and_authority"	"authority_in"	"in_the"	"force_and_authority"	"and_authority_in"	"authority_in_the"	"in_the_teenager"	"NN"	"CC"	"NN"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reason"	"offer"	"for"	"cling"	"to"	"ancestral"	"faith"	"lack"	"force"	"and"	"authority"	"even"	"in"	"the"	"teenager"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"at"	"nevertheless"	"the"	"nevertheless_,"	",_at"	"at_the"	"∅_nevertheless_,"	"nevertheless_,_at"	",_at_the"	"at_the_nadir"	"ε"	"RB"	"ε"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"at"	"the"	"nadir"	"of"	"the"	"circuit"	"the"	"spiral"	"of"	"history"	"belong"	"to"	"god"	"and"	"he"	"still"	"rule"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"color"	"when"	"give"	"present"	"give_color"	"color_when"	"when_present"	"which_give_color"	"give_color_when"	"color_when_present"	"when_present_in"	"WDT"	"VB"	"NN"	"RB"	"WRB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stain"	"which"	"include"	"the"	"wide"	"variety"	"nonparticulate"	"material"	"which"	"give"	"color"	"even"	"when"	"present"	"in"	"very"	"low"	"concentration"	"on"	"the"	"soiled"	"object"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"if"	"fruit"	"its"	"fruit_,"	",_if"	"if_its"	"a_fruit_,"	"fruit_,_if"	",_if_its"	"if_its_nutritional"	"DT"	"NN"	"ε"	"RB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"good"	"taste"	"and"	"versatility"	"plus"	"safety"	"from"	"spray"	"poison"	"would"	"be"	"to"	"recommend"	"the"	"frequent"	"use"	"of"	"such"	"a"	"fruit"	"even"	"if"	"its"	"nutritional"	"value"	"be"	"limited"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"if"	"however"	"the"	"however_,"	",_if"	"if_the"	"∅_however_,"	"however_,_if"	",_if_the"	"if_the_latent"	"ε"	"RB"	"ε"	"RB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"if"	"the"	"latent"	"demand"	"for"	"demythologization"	"be"	"not"	"nearly"	"as"	"widespread"	"as"	"we"	"are"	"claim"	"at_least"	"among"	"the"	"cultured"	"element"	"of"	"the"	"population"	"there"	"tend"	"to"	"be"	"an"	"almost"	"complete"	"indifference"	"to"	"the"	"church"	"and"	"its"	"traditional"	"message"	"of"	"sin"	"and"	"grace"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"old"	"in"	"very"	"person"	"very_old"	"old_in"	"in_person"	"be_very_old"	"very_old_in"	"old_in_person"	"in_person_'s"	"VB"	"RB"	"JJ"	"RB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"although"	"the"	"idea"	"communism"	"be"	"very"	"old"	"even"	"in"	"person"	"day"	"and"	"did"	"not"	"spring"	"full-clad"	"from"	"his"	"imagination"	"in"	"it"	"be"	"not"	"communism"	"as_such"	"that"	"we"	"are"	"concern"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"or"	"modern"	"communism"	"socialism"	"communism_or"	"or_modern"	"modern_socialism"	"modern_communism_or"	"communism_or_modern"	"or_modern_socialism"	"modern_socialism_,"	"JJ"	"NN"	"CC"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"utopian"	"communism"	"be"	"both"	"new"	"in"	"and"	"modern"	"it"	"be"	"not"	"modern"	"communism"	"or"	"even"	"modern"	"socialism"	"as"	"they"	"exist"	"or"	"have"	"ever"	"exist"	"in_theory"	"or"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"never"	"learn"	"but"	"how"	"but_never"	"never_learn"	"learn_how"	",_but_never"	"but_never_learn"	"never_learn_how"	"learn_how_to"	"ε"	"CC"	"RB"	"RB"	"VB"	"WRB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chief"	"annoy"	"by"	"these"	"question"	"knock_down"	"voltaire"	"down"	"and"	"shout"	"at"	"that"	"he"	"not_only"	"never"	"go_to"	"any"	"school"	"but"	"never"	"even"	"learn"	"how"	"to"	"read"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"if"	"life"	"he"	"life_,"	",_if"	"if_he"	"his_life_,"	"life_,_if"	",_if_he"	"if_he_had"	"PRP$"	"NN"	"ε"	"RB"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"strange"	"how"	"everything"	"here"	"back"	"into"	"his"	"life"	"even"	"if"	"he"	"had"	"be"	"away"	"so"	"long"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"down"	"more"	"bottom"	"comfortably"	"bottom_down"	"down_more"	"more_comfortably"	"their_bottom_down"	"bottom_down_more"	"down_more_comfortably"	"more_comfortably_than"	"PRP$"	"NN"	"RB"	"RB"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"child"	"look"	"at"	"and"	"sag"	"their"	"bottom"	"down"	"even"	"more"	"comfortably"	"than"	"ever"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	":"	"she"	"her"	"had"	"her_:"	":_she"	"she_had"	"for_her_:"	"her_:_she"	":_she_had"	"she_had_to"	"IN"	"PRP$"	"ε"	"RB"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i'm"	"person"	"horse"	"upside_down"	"person"	"say"	"sort_of"	"gaspingly"	"her"	"even"	"she"	"had"	"to"	"breathe"	"kind_of"	"funny"	"when"	"she"	"be"	"in"	"that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"she"	"keep_on"	"and"	"wiggle"	"and_she"	"she_keep_on"	"keep_on_wiggle"	",_and_she"	"and_she_keep_on"	"she_keep_on_wiggle"	"keep_on_wiggle_a_bit"	"ε"	"CC"	"PRP"	"RB"	"VB"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"position"	"time"	"person"	"say"	"she"	"even"	"keep_on"	"wiggle"	"a_bit"	"little"	"bit"	"while"	"she"	"was"	"just"	"talk"	"you"	"going_to"	"tell"	"me"	"what"	"i"	"be"	"and"	"what"	"i'm"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"-"	"irreverence"	"child"	"for"	"child_-"	"-_irreverence"	"irreverence_for"	"the_child_-"	"child_-_irreverence"	"-_irreverence_for"	"irreverence_for_their"	"DT"	"NN"	"ε"	"RB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"was"	"an"	"air"	"revolt"	"about"	"the"	"child"	"even"	"irreverence"	"for"	"their"	"own"	"principle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"person"	"∅"	"may"	"∅_∅"	"∅_person"	"person_may"	"∅_∅_∅"	"∅_∅_person"	"∅_person_may"	"person_may_not"	"ε"	"ε"	"ε"	"RB"	"NNP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"may"	"not"	"have"	"anticipate"	"the"	"tremendous"	"reception"	"she"	"receive"	"from"	"the"	"metropolitan_opera"	"audience"	"attend"	"her"	"debut"	"as"	"person"	"in"	"person"	"lucia_di_lammermoor"	"sunday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"applause"	"before"	"disconcerting"	"she"	"disconcerting_applause"	"applause_before"	"before_she"	"some_disconcerting_applause"	"disconcerting_applause_before"	"applause_before_she"	"before_she_had"	"DT"	"JJ"	"NN"	"RB"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"entrance"	"in"	"scene_2_,_act_1"	"some"	"disconcerting"	"applause"	"even"	"before"	"she"	"had"	"sing"	"a"	"note"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"''"	"better"	"little_tin_box"	"than"	"little_tin_box_''"	"''_better"	"better_than"	"``_little_tin_box_''"	"little_tin_box_''_better"	"''_better_than"	"better_than_it"	"ε"	"NNP"	"ε"	"RB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"fascinating"	"novelty"	"in"	"the"	"score"	"as"	"the"	"fugal"	"treatment"	"of"	"on_the_side_of_the_angels"	"and"	"politics_and_poker"	"were"	"handle"	"splendidly"	"i"	"think"	"person"	"and"	"his"	"band"	"of"	"tuneful"	"ward-heeler"	"make"	"little_tin_box"	"even"	"better"	"than"	"it"	"was"	"do"	"by"	"the"	"new_york"	"cast"	"all"	"the"	"words"	"of"	"its"	"clever"	"lyric"	"come_through"	"with"	"perfect"	"clarity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"them"	"over"	"hold"	"the"	"hold_them"	"them_over"	"over_the"	"group_hold_them"	"hold_them_over"	"them_over_the"	"over_the_season"	"NNP"	"VB"	"PRP"	"JJ"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"jump_off"	"to"	"an"	"start"	"by"	"may"	"last"	"year"	"when"	"group"	"as_well_as"	"the"	"group"	"hold"	"them"	"even"	"over"	"the"	"season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"while"	"telescope"	","	"telescope_,"	",_while"	"while_,"	"of_telescope_,"	"telescope_,_while"	",_while_,"	"while_,_surface"	"IN"	"VB"	"ε"	"RB"	"IN"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"accumulation"	"of"	"such"	"device"	"however"	"soon"	"the"	"effect"	"of"	"telescope"	"even"	"while"	"surface"	"and"	"depth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"person"	"∅"	"himself"	"∅_∅"	"∅_person"	"person_himself"	"∅_∅_∅"	"∅_∅_person"	"∅_person_himself"	"person_himself_be"	"ε"	"ε"	"ε"	"RB"	"NNP"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"himself"	"be"	"prey"	"to"	"this"	"spirit"	"of"	"competition"	"and"	"he"	"know"	"it"	"not"	"for"	"a"	"more"	"exalted"	"office"	"in"	"the"	"hierarchy"	"of"	"the"	"church"	"his"	"ambition"	"for"	"the"	"bishopry"	"had"	"die"	"very"	"early"	"in"	"his"	"career"	"but"	"for"	"the"	"one"	"clear"	"victory"	"he"	"had"	"talk_about"	"to"	"the"	"colonel"	"0"	
