"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:36:00::"	"what"	"all"	"'s"	"the"	"'s_what"	"what_all"	"all_the"	"that_'s_what"	"'s_what_all"	"what_all_the"	"all_the_trouble"	"DT"	"VBZ"	"WP"	"VB"	"PDT"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"start"	"all"	"the"	"trouble"	"in_the_first_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"haul"	"locker"	"him"	"locker_and"	"and_haul"	"haul_him"	"equipment_locker_and"	"locker_and_haul"	"and_haul_him"	"haul_him_out"	"NN"	"NN"	"CC"	"VB"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"according"	"to"	"person"	"he"	"arrive"	"here"	"a"	"couple"	"minute"	"before"	"nine"	"and"	"spot"	"person"	"in"	"the"	"water"	"get"	"a"	"hooked"	"pole"	"from"	"pool"	"equipment"	"locker"	"start"	"haul"	"him"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"fire"	"and"	"small"	"put_on"	"small_fire"	"fire_and"	"and_put_on"	"a_small_fire"	"small_fire_and"	"fire_and_put_on"	"and_put_on_bacon"	"DT"	"JJ"	"NN"	"VB"	"CC"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"got"	"small"	"fire"	"start"	"and"	"put_on"	"bacon"	"and"	"coffee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"person"	"up"	"then"	"the"	"then_person"	"person_up"	"up_the"	"∅_then_person"	"then_person_up"	"person_up_the"	"up_the_hill"	"ε"	"RB"	"NNP"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"start"	"up"	"the"	"hill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"the"	"of"	"be"	"a"	"be_the"	"the_of"	"of_a"	"dinner_be_the"	"be_the_of"	"the_of_a"	"of_a_new"	"NN"	"VB"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"start"	"of"	"a"	"new"	"blatancy"	"in"	"the"	"relationship"	"between"	"the"	"gang"	"and"	"the"	"politician"	"which"	"prior"	"to"	"say"	"person"	"had"	"been"	"maintain"	"with"	"more_or_less"	"stealth"	"but"	"which"	"henceforth"	"was"	"mark"	"by"	"these"	"ostentatious"	"gathering"	"denounce"	"by"	"a"	"clergyman"	"as"	"belshazzar"	"feast"	"at"	"which"	"politician"	"fraternize"	"cheek_by_jowl"	"with"	"gangster"	"openly"	"in"	"the"	"big"	"downtown"	"hotel"	
"2:30:00::"	"service"	"with"	"good"	"product"	"good_service"	"service_with"	"with_product"	"∅_good_service"	"good_service_with"	"service_with_product"	"with_product_design"	"ε"	"JJ"	"NN"	"VB"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"service"	"start"	"with"	"product"	"design"	"and"	"planning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"game"	"again"	"the"	"and"	"the_game"	"game_again"	"again_and"	"∅_the_game"	"the_game_again"	"game_again_and"	"again_and_in"	"ε"	"DT"	"NN"	"VB"	"RB"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"game"	"start"	"again"	"and"	"in"	"the"	"eighth"	"inning"	"person"	"come"	"up"	"to"	"bat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"fighting"	"."	"the"	"∅"	"the_fighting"	"fighting_."	"._∅"	"when_the_fighting"	"the_fighting_."	"fighting_._∅"	"._∅_∅"	"WRB"	"DT"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"two"	"location"	"player"	"did"	"not"	"out"	"on"	"the"	"field"	"when"	"the"	"fighting"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"i"	"the"	"say"	"fight"	"say_i"	"i_the"	"the_fight"	"to_say_i"	"say_i_the"	"i_the_fight"	"the_fight_''"	"TO"	"VB"	"PRP"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"try"	"say"	"i"	"start"	"the"	"fight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"person"	"to"	"∅"	"say"	"∅_person"	"person_to"	"to_say"	"∅_∅_person"	"∅_person_to"	"person_to_say"	"to_say_something"	"ε"	"ε"	"NNP"	"VB"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"to"	"say"	"something"	"but"	"person"	"cut_short"	"him"	"short"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"person"	"to"	"∅"	"take_off"	"∅_person"	"person_to"	"to_take_off"	"∅_∅_person"	"∅_person_to"	"person_to_take_off"	"to_take_off_his"	"ε"	"ε"	"NNP"	"VB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"to"	"take_off"	"his"	"clothes"	"off"	"and"	"person"	"sit_down"	"on"	"the"	"bench"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"even"	"his"	"n't"	"workshop"	"n't_even"	"even_his"	"his_workshop"	"had_n't_even"	"n't_even_his"	"even_his_workshop"	"his_workshop_and"	"VBD"	"RB"	"RB"	"VB"	"PRP$"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"up-to-date"	"however"	"his"	"garden"	"be"	"still"	"more_or_less"	"of"	"mess"	"he"	"had"	"n't"	"even"	"start"	"his"	"workshop"	"and"	"if"	"there"	"was"	"a"	"meadow"	"pond"	"in"	"the"	"neighborhood"	"he"	"had"	"n't"	"find"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"the"	"pegboard"	"workbench"	"pegboard_and"	"and_the"	"the_workbench"	"the_pegboard_and"	"pegboard_and_the"	"and_the_workbench"	"the_workbench_,"	"DT"	"NN"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"person"	"was"	"the"	"pegboard"	"and"	"start"	"the"	"workbench"	"person"	"tell"	"him"	"of"	"this"	"idea"	"about"	"panel"	"the"	"whole"	"end"	"of"	"the"	"cellar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"him"	"on"	"get"	"the"	"get_him"	"him_on"	"on_the"	"but_get_him"	"get_him_on"	"him_on_the"	"on_the_study"	"CC"	"VB"	"PRP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"her"	"son"	"evidence"	"so"	"strong"	"a"	"musical"	"his"	"mother"	"could"	"do"	"little"	"else"	"but"	"get"	"him"	"start"	"on"	"the"	"study"	"of"	"music"	"though"	"she"	"wait"	"until"	"he"	"be"	"ten"	"begin"	"with"	"the"	"piano"	"and"	"follow"	"that"	"with"	"the"	"trumpet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"be"	"by"	"may"	"a"	"may_be"	"be_by"	"by_a"	"tsunami_may_be"	"may_be_by"	"be_by_a"	"by_a_sea_bottom"	"NN"	"MD"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"may"	"be"	"start"	"by"	"a"	"sea_bottom"	"slide"	"an"	"earthquake"	"or"	"a"	"volcanic_eruption"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"and"	"up"	"dismount"	"the"	"dismount_and"	"and_up"	"up_the"	",_dismount_and"	"dismount_and_up"	"and_up_the"	"up_the_steps"	"ε"	"VB"	"CC"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"try"	"it"	"person"	"tell"	"dismount"	"and"	"start"	"up"	"the"	"steps"	"with"	"his"	"men"	"follow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"racing"	"."	"a"	"∅"	"a_racing"	"racing_."	"._∅"	"with_a_racing"	"a_racing_."	"racing_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"swoop_up"	"the"	"cup"	"and"	"hike_up"	"her"	"top"	"as"	"if"	"about"	"to"	"take_off"	"with"	"a"	"racing"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"she"	"back"	"∅"	"for"	"∅_she"	"she_back"	"back_for"	"∅_∅_she"	"∅_she_back"	"she_back_for"	"back_for_the"	"ε"	"ε"	"PRP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"start"	"back"	"for"	"the"	"house"	"see"	"a"	"light"	"in"	"the"	"office"	"open"	"the"	"door"	"and"	"surprise"	"a"	"domestic"	"little"	"scene"	"which"	"be"	"far"	"outside"	"the"	"dark"	"realm"	"of"	"murder"	"or"	"attempted"	"murder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"and"	"toward"	"nod"	"the"	"nod_and"	"and_toward"	"toward_the"	"person_nod_and"	"nod_and_toward"	"and_toward_the"	"toward_the_door"	"NNP"	"VB"	"CC"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"vastly"	"relieved"	"nod"	"and"	"start"	"toward"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"just"	"swing"	"had"	"an"	"had_just"	"just_swing"	"swing_an"	"person_had_just"	"had_just_swing"	"just_swing_an"	"swing_an_ax"	"NNP"	"VBD"	"RB"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"just"	"start"	"swing"	"an"	"ax"	"at"	"his"	"second"	"willow"	"when"	"the"	"distant"	"blast"	"of"	"a"	"rifle"	"sound"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"take"	"only"	"my"	"only_to"	"to_take"	"take_my"	"time_only_to"	"only_to_take"	"to_take_my"	"take_my_kneeling"	"NN"	"RB"	"TO"	"VB"	"VB"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"as"	"i"	"get"	"to"	"my"	"knee"	"there"	"again"	"the"	"sound"	"of"	"the"	"fence"	"stretch"	"i"	"have"	"time"	"only"	"to"	"start"	"take"	"my"	"kneeling"	"seriously"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"people"	"them"	"many"	"successfully"	"many_people"	"people_them"	"them_successfully"	"though_many_people"	"many_people_them"	"people_them_successfully"	"them_successfully_in"	"IN"	"JJ"	"NN"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"to"	"make"	"a"	"seedbed"	"in"	"the"	"open"	"though"	"many"	"people"	"start"	"them"	"successfully"	"in"	"cold_frame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"be"	"very"	"can"	"early"	"can_be"	"be_very"	"very_early"	"it_can_be"	"can_be_very"	"be_very_early"	"very_early_in"	"PRP"	"VB"	"VB"	"VB"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"reason"	"gymnastic"	"study"	"be"	"be"	"that"	"it"	"can"	"be"	"start"	"very"	"early"	"in"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"would"	"its"	"it"	"kindergarten"	"it_would"	"would_its"	"its_kindergarten"	",_it_would"	"it_would_its"	"would_its_kindergarten"	"its_kindergarten_student"	"ε"	"PRP"	"MD"	"VB"	"PRP$"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"a"	"nation"	"wish"	"to"	"get"	"a"	"head_start"	"physical"	"fitness"	"over"	"all"	"nation"	"it"	"would"	"start"	"its"	"kindergarten"	"student"	"on"	"a"	"program"	"of"	"gymnastics"	"the"	"day"	"they"	"enter"	"and"	"thus"	"eliminate"	"a"	"large_number"	"of"	"the"	"problem"	"that"	"plague"	"american"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"slow"	"this"	"'"	"season"	"'_slow"	"slow_this"	"this_season"	"group_'_slow"	"'_slow_this"	"slow_this_season"	"this_season_."	"NNP"	"ε"	"JJ"	"NN"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"cardinals"	"heed"	"person"	"of"	"the"	"group"	"won't"	"be"	"mislead"	"by"	"the"	"group"	"slow"	"start"	"this"	"season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"will"	"against"	","	"his"	",_will"	"will_against"	"against_his"	"season_,_will"	",_will_against"	"will_against_his"	"against_his_former"	"NN"	"ε"	"MD"	"VB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"set_back"	"by"	"the"	"this"	"season"	"will"	"start"	"against"	"his"	"former"	"group"	"mate"	"who"	"might"	"be"	"play"	"without"	"captain"	"person"	"in"	"tonight"	"game"	"at"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"3"	"by"	"-"	"may"	"-_3"	"3_by"	"by_may"	"11_-_3"	"-_3_by"	"3_by_may"	"by_may_1"	"CD"	"ε"	"CD"	"NN"	"IN"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"jump_off"	"an"	"start"	"by"	"may"	"last"	"year"	"when"	"the"	"group"	"as_well_as"	"the"	"group"	"hold"	"them"	"even"	"over"	"the"	"season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"hot"	"and"	"a"	"make"	"a_hot"	"hot_and"	"and_make"	"to_a_hot"	"a_hot_and"	"hot_and_make"	"and_make_a"	"TO"	"DT"	"JJ"	"NN"	"CC"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"only"	"group"	"club"	"get_off_the_ground"	"to"	"a"	"hot"	"start"	"and"	"make"	"a"	"runaway"	"of"	"the"	"race"	"be"	"the"	"group"	"team"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
