"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"
"1:26:00::"	"one"	"the"	"in"	"institute"	"in_one"	"one_the"	"the_institute"	"∅_in_one"	"in_one_the"	"one_the_institute"	"the_institute_and"	"ε"	"IN"	"JJ"	"NN"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"way"	"the"	"institute"	"and"	"society"	"do"	"a"	"disservice"	"to"	"the"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"their"	"along"	"pick"	"the"	"pick_their"	"their_along"	"along_the"	"were_pick_their"	"pick_their_along"	"their_along_the"	"along_the_edge"	"VBD"	"VB"	"PRP$"	"NN"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soon"	"they"	"pick"	"their"	"way"	"along"	"the"	"edge"	"of"	"the"	"stream"	"which"	"glow"	"in"	"the"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"several"	":"	"of"	"("	"of_several"	"several_:"	":_("	"one_of_several"	"of_several_:"	"several_:_("	":_(_1"	"JJ"	"IN"	"JJ"	"NN"	"ε"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"attempt"	"to"	"improve"	"specificity"	"of"	"staining"	"the"	"fluorescein"	"labeled"	"antiserum"	"use"	"both"	"direct"	"and"	"indirect"	"method"	"were"	"treat"	"in"	"one"	"of"	"several"	"way"	"they"	"were"	"pass_through"	"dowex-2-chloride"	"twice"	"and"	"treat"	"with"	"acetone"	"insoluble"	"powder"	"person"	"prepare"	"from"	"mouse"	"liver"	"or"	"from"	"healthy"	"sweet_clover"	"stem"	"or"	"crown_gall"	"tissue"	"produce"	"by"	"agrobacterium_tumefaciens"	"person"	"person"	"location"	"on"	"sweet_clover"	"stem"	"0"	"0"	"0"	
"1:04:01::"	"one"	"to"	"only"	"accomplish"	"only_one"	"one_to"	"to_accomplish"	"be_only_one"	"only_one_to"	"one_to_accomplish"	"to_accomplish_this"	"VB"	"RB"	"JJ"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"only"	"one"	"way"	"to"	"accomplish"	"this"	"by"	"design"	"by"	"draw"	"diagram"	"and"	"sketch"	"in"	"which"	"he"	"probe"	"the"	"remote"	"corner"	"of"	"his"	"mind"	"for"	"creative"	"idea"	"to"	"carry"	"his"	"concept"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"a"	"that"	"such"	"as"	"such_a"	"a_that"	"that_as"	"in_such_a"	"such_a_that"	"a_that_as"	"that_as_s"	"RB"	"JJ"	"RB"	"NN"	"IN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"c"	"from"	"the"	"point"	"p"	"at"	"to"	"the"	"point"	"q"	"at"	"we"	"construct"	"the"	"chord"	"upon"	"the"	"chord"	"as"	"a"	"side"	"erect"	"a"	"square"	"in"	"such"	"a"	"way"	"that"	"as"	"s"	"approach"	"zero"	"the"	"square"	"be"	"inside"	"c"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"the"	"the"	"from"	"girl"	"from_the"	"the_the"	"the_girl"	"crime_from_the"	"from_the_the"	"the_the_girl"	"the_girl_behave"	"NN"	"IN"	"DT"	"NN"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"could"	"n't"	"the"	"crime"	"from"	"the"	"way"	"the"	"girl"	"behave"	"because"	"pattern"	"keep"	"shift"	"abc"	"vs"	"d"	"then"	"bcd"	"vs"	"a"	"or"	"ab"	"vs"	"cd"	"or"	"ad"	"vs"	"cb"	"through"	"all"	"way"	"that"	"four"	"woman"	"can"	"gang_up"	"on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"all"	"that"	"through"	"four"	"through_all"	"all_that"	"that_four"	",_through_all"	"through_all_that"	"all_that_four"	"that_four_woman"	"ε"	"IN"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"could"	"n't"	"reconstruct"	"the"	"crime"	"from"	"the"	"way"	"the"	"girl"	"behave"	"because"	"pattern"	"keep"	"shift"	"abc"	"vs"	"d"	"bcd"	"vs"	"a"	"or"	"ab"	"vs"	"cd"	"or"	"ad"	"vs"	"cb"	"through"	"all"	"way"	"that"	"four"	"woman"	"can"	"gang_up"	"on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"the"	"dentist"	","	"recommend"	",_the"	"the_dentist"	"dentist_recommend"	"direction_,_the"	",_the_dentist"	"the_dentist_recommend"	"dentist_recommend_."	"NN"	"ε"	"DT"	"NN"	"NN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"electric_toothbrush"	"move"	"in"	"vertical"	"direction"	"the"	"way"	"dentist"	"recommend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:02::"	"his"	"to"	"on"	"visit"	"on_his"	"his_to"	"to_visit"	"location_on_his"	"on_his_to"	"his_to_visit"	"to_visit_a"	"NNP"	"IN"	"PRP$"	"NN"	"TO"	"NN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"morning"	"as"	"person"	"the"	"location"	"on"	"his"	"way"	"to"	"visit"	"a"	"sick"	"refugee"	"he"	"have"	"a"	"premonition"	"of"	"danger"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"the"	"it"	"'s"	"'s"	"'s_the"	"the_it"	"it_'s"	"here_'s_the"	"'s_the_it"	"the_it_'s"	"it_'s_do"	"RB"	"POS"	"DT"	"NN"	"PRP"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"need"	"your"	"weider_power_stands"	"for"	"this"	"exercise"	"and"	"here"	"the"	"way"	"it"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"some"	"to"	"find"	"draw_out"	"find_some"	"some_to"	"to_draw_out"	"to_find_some"	"find_some_to"	"some_to_draw_out"	"to_draw_out_him"	"TO"	"VB"	"DT"	"NN"	"TO"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"try"	"find"	"some"	"way"	"to"	"draw_out"	"him"	"out"	"to"	"help"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"one"	"or"	"in"	"another"	"in_one"	"one_or"	"or_another"	"associated_in_one"	"in_one_or"	"one_or_another"	"or_another_with"	"JJ"	"IN"	"JJ"	"NN"	"CC"	"DT"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"again"	"the"	"suffering"	"and"	"disaster"	"produce"	"by"	"any"	"transgression"	"against"	"commandment"	"not"	"to"	"love"	"are"	"almost"	"invariably"	"associated"	"in"	"one"	"way"	"or"	"another"	"with"	"childhood"	"with"	"the"	"figure"	"of"	"a"	"child"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"the"	"to"	"``"	"the"	"``_the"	"the_to"	"to_the"	":_``_the"	"``_the_to"	"the_to_the"	"to_the_churchyard"	"ε"	"ε"	"DT"	"NN"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"sentence"	"with"	"its"	"platitudinous"	"irony"	"an"	"emblematic"	"intent"	"the"	"way"	"to"	"the"	"churchyard"	"run_along"	"beside"	"the"	"highroad"	"run"	"beside"	"it"	"all_the_way"	"to"	"the"	"end"	"that_is_to_say"	"to"	"the"	"churchyard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"primitive"	","	"a"	"almost"	"a_primitive"	"primitive_,"	",_almost"	"in_a_primitive"	"a_primitive_,"	"primitive_,_almost"	",_almost_unchanged"	"IN"	"DT"	"JJ"	"NN"	"ε"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"burly"	"leathered"	"man"	"and"	"wrinkled"	"woman"	"drab"	"black"	"rag"	"carry_on"	"in"	"a"	"primitive"	"way"	"almost"	"unchanged"	"from"	"feudal"	"times"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"the"	"the"	"see"	"german"	"see_the"	"the_the"	"the_german"	"have_see_the"	"see_the_the"	"the_the_german"	"the_german_have"	"VBP"	"VB"	"DT"	"NN"	"DT"	"NN"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"war"	"have"	"see"	"the"	"way"	"the"	"german"	"have"	"behave"	"and"	"i"	"think"	"holy_mother"	"we"	"have"	"behave"	"like"	"this"	"for"	"hundred"	"of"	"years"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:01::"	"small"	","	"very"	"person"	"very_small"	"small_,"	",_person"	"a_very_small"	"very_small_,"	"small_,_person"	",_person_''"	"DT"	"RB"	"JJ"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i'm"	"still"	"a"	"soldier"	"a"	"very"	"small"	"way"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
