"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"1:28:01::"	"sizzling"	"."	"a"	"∅"	"a_sizzling"	"sizzling_."	"._∅"	"on_a_sizzling"	"a_sizzling_."	"sizzling_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"most"	"beautiful"	"bed"	"of"	"pansy"	"i"	"see"	"in"	"a"	"south_dakota"	"yard"	"on"	"a"	"sizzling"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"the"	"will"	"∅"	"come"	"∅_the"	"the_will"	"will_come"	"∅_∅_the"	"∅_the_will"	"the_will_come"	"will_come_,"	"ε"	"ε"	"DT"	"NN"	"MD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"will"	"come"	"in"	"midsummer"	"when"	"you"	"find"	"your"	"plant"	"become"	"leggy"	"run"	"to"	"tall-growing"	"foliage"	"at"	"the"	"expense"	"of"	"blossom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"'s"	"and"	"person"	"did"	"person_'s"	"'s_and"	"and_did"	"in_person_'s"	"person_'s_and"	"'s_and_did"	"and_did_not"	"IN"	"NNP"	"POS"	"NN"	"CC"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"although"	"the"	"idea"	"of"	"communism"	"very"	"old"	"even"	"in"	"person"	"day"	"and"	"did"	"not"	"spring"	"full-clad"	"from"	"his"	"imagination"	"in"	"it"	"be"	"not"	"communism"	"as_such"	"that"	"we"	"are"	"concern"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a_few"	"earlier"	"his"	"and"	"his_a_few"	"a_few_earlier"	"earlier_and"	"in_his_a_few"	"his_a_few_earlier"	"a_few_earlier_and"	"earlier_and_,"	"IN"	"PRP$"	"JJ"	"NN"	"RB"	"CC"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"discover"	"beef"	"in"	"his"	"a_few"	"day"	"earlier"	"and"	"when"	"he"	"could"	"not"	"show"	"the"	"hide"	"arrest"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"the"	"they"	"gymnastics"	"enter"	"gymnastics_the"	"the_they"	"they_enter"	"of_gymnastics_the"	"gymnastics_the_they"	"the_they_enter"	"they_enter_and"	"IN"	"NN"	"DT"	"NN"	"PRP"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"a"	"nation"	"wish"	"to"	"get"	"a"	"head_start"	"in"	"physical"	"fitness"	"over"	"all"	"it"	"would"	"start"	"its"	"kindergarten"	"student"	"on"	"a"	"program"	"of"	"gymnastics"	"the"	"day"	"they"	"enter"	"and"	"thus"	"eliminate"	"a"	"large_number"	"of"	"the"	"problem"	"that"	"plague"	"american"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"one"	","	"then"	"while"	"then_one"	"one_,"	",_while"	"but_then_one"	"then_one_,"	"one_,_while"	",_while_on"	"CC"	"RB"	"JJ"	"NN"	"ε"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"one"	"day"	"while"	"on"	"a"	"week"	"visit"	"to"	"the"	"country"	"home"	"of"	"a"	"retired"	"swiss"	"jeweler"	"rousseau"	"amuse"	"the"	"company"	"with"	"a_few"	"little"	"melody"	"he"	"had"	"write"	"to"	"which"	"he"	"attach"	"no"	"great"	"importance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"a"	"and"	"away"	"a"	"away_a"	"a_and"	"and_a"	"sleep_away_a"	"away_a_and"	"a_and_a"	"and_a_night"	"VB"	"RB"	"DT"	"NN"	"CC"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"having"	"away"	"a"	"day"	"and"	"a"	"night"	"come"	"awake"	"in"	"a"	"plank"	"farmhouse"	"on"	"the"	"location"	"near"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"few"	"flood"	"last"	"person"	"last_few"	"few_flood"	"flood_person"	"the_last_few"	"last_few_flood"	"few_flood_person"	"flood_person_'s"	"DT"	"JJ"	"JJ"	"NN"	"VB"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"wraithlike"	"event"	"the"	"last"	"few"	"day"	"flood"	"person"	"mind"	"and"	"he"	"rub"	"his"	"unshaved"	"chin"	"and"	"feel"	"again"	"the"	"ache"	"in"	"his"	"kidney"	"cause"	"by"	"his"	"saddle"	"odyssey"	"from"	"boston"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"one"	","	"∅"	"the"	"∅_one"	"one_,"	",_the"	"∅_∅_one"	"∅_one_,"	"one_,_the"	",_the_child"	"ε"	"ε"	"JJ"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"the"	"child"	"had"	"want"	"to"	"get_up"	"onto"	"person"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"the"	"when"	"on"	"two"	"on_the"	"the_when"	"when_two"	"happen_on_the"	"on_the_when"	"the_when_two"	"when_two_unusual"	"VB"	"IN"	"DT"	"NN"	"WRB"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"had"	"on"	"the"	"day"	"when"	"two"	"unusual"	"thing"	"had"	"occur"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"these"	"''"	"do"	","	"do_these"	"these_''"	"''_,"	"'re_do_these"	"do_these_''"	"these_''_,"	"''_,_my"	"VBP"	"VB"	"DT"	"NN"	"ε"	"ε"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tell"	"person"	"what"	"do"	"these"	"day"	"my"	"mother"	"advise"	"the"	"child"	"ceremonially"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"that"	","	"of"	"and"	"of_that"	"that_,"	",_and"	"song_of_that"	"of_that_,"	"that_,_and"	",_and_person"	"NN"	"RB"	"RB"	"NN"	"ε"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"percussive"	"twenties"	"sp"	"stir"	"pleasant"	"memory"	"well-known"	"song"	"of"	"that"	"day"	"and"	"person"	"kombo"	"give_forth"	"with"	"tingle"	"jazz"	"in"	"percussive_moods"	"sp"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a_couple_of"	"later"	"∅"	"a"	"∅_a_couple_of"	"a_couple_of_later"	"later_a"	"∅_∅_a_couple_of"	"∅_a_couple_of_later"	"a_couple_of_later_a"	"later_a_balletomane"	"ε"	"ε"	"JJ"	"NN"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"later"	"a"	"balletomane"	"tell"	"me"	"he"	"had"	"telephone"	"group"	"for"	"ticket"	"information"	"and"	"was"	"tell"	"the"	"newspaper"	"had"	"make"	"a"	"mistake"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"the"	"."	"here"	"∅"	"here_the"	"the_."	"._∅"	"say_here_the"	"here_the_."	"the_._∅"	"._∅_∅"	"VB"	"RB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"definitely"	"be"	"the"	"team"	"to"	"person"	"say"	"here"	"the"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"'"	"come"	"person"	"a"	"person_'"	"'_come"	"come_a"	"∅_person_'"	"person_'_come"	"'_come_a"	"come_a_day"	"ε"	"NNP"	"ε"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"day"	"come"	"a"	"day"	"early"	"for"	"person"	"than"	"for"	"the"	"kid"	"and"	"commie"	"this"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"early"	"come"	"for"	"come_a"	"a_early"	"early_for"	"day_come_a"	"come_a_early"	"a_early_for"	"early_for_person"	"NN"	"VB"	"DT"	"NN"	"JJ"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"day"	"a"	"day"	"early"	"for"	"person"	"than"	"for"	"the"	"kid"	"and"	"commie"	"this"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"two"	"with"	"in"	"the"	"in_two"	"two_with"	"with_the"	"homer_in_two"	"in_two_with"	"two_with_the"	"with_the_walk"	"NN"	"IN"	"JJ"	"NN"	"IN"	"DT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"foot"	"home_run"	"over"	"left"	"in"	"the"	"first"	"inning"	"give"	"group"	"a"	"lead"	"but"	"person"	"come_back"	"in"	"the"	"bottom"	"of"	"the"	"first"	"his"	"second"	"homer"	"in"	"two"	"day"	"with"	"the"	"walk"	"person"	"aboard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"good"	"."	"those"	"∅"	"those_good"	"good_."	"._∅"	"of_those_good"	"those_good_."	"good_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"modest"	"and"	"happy"	"person"	"wave_off"	"new"	"laurels"	"as"	"one"	"of"	"those"	"good"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"that"	"and"	"rightfield"	"pop"	"rightfield_that"	"that_and"	"and_pop"	"play_rightfield_that"	"rightfield_that_and"	"that_and_pop"	"and_pop_one"	"VB"	"NN"	"IN"	"NN"	"CC"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"does"	"n't"	"know"	"how"	"to"	"merely"	"go_through_the_motions"	"remark"	"person"	"all-out"	"guy"	"who"	"play"	"rightfield"	"that"	"day"	"and"	"pop"	"one"	"over"	"the"	"clubhouse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"big"	"revive"	"'s"	"the"	"'s_big"	"big_revive"	"revive_the"	"person_'s_big"	"'s_big_revive"	"big_revive_the"	"revive_the_running"	"NNP"	"POS"	"JJ"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"day"	"revive"	"the"	"running"	"argument"	"about"	"the"	"relative"	"merit"	"of"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"after"	"home"	"new_year's_day"	"home_the"	"the_after"	"after_new_year's_day"	"his_home_the"	"home_the_after"	"the_after_new_year's_day"	"after_new_year's_day_'s"	"PRP$"	"NN"	"DT"	"NN"	"IN"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"leave"	"home"	"the"	"day"	"after"	"new_year's_day"	"wear"	"a"	"mackinaw"	"and"	"sheepskin"	"mittens"	"and"	"without"	"a"	"hat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"previous"	"."	"the"	"∅"	"the_previous"	"previous_."	"._∅"	"person_the_previous"	"the_previous_."	"previous_._∅"	"._∅_∅"	"NNP"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"had"	"person"	"the"	"previous"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a_few"	"."	"spend"	"∅"	"spend_a_few"	"a_few_."	"._∅"	"to_spend_a_few"	"spend_a_few_."	"a_few_._∅"	"._∅_∅"	"TO"	"VB"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"first"	"move"	"be"	"to"	"send"	"to"	"the"	"village"	"to"	"spend"	"a_few"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:03::"	"the"	"he"	"of"	"would"	"of_the"	"the_he"	"he_would"	"dream_of_the"	"of_the_he"	"the_he_would"	"he_would_be"	"VB"	"IN"	"DT"	"NN"	"PRP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"old_man"	"son"	"throw"	"himself"	"down"	"belly"	"first"	"upon"	"a"	"concrete"	"step"	"the"	"coolness"	"of"	"it"	"and"	"dream"	"of"	"the"	"day"	"he"	"would"	"be"	"rich"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"next"	"that"	"was"	"person"	"was_next"	"next_that"	"that_person"	"it_was_next"	"was_next_that"	"next_that_person"	"that_person_come"	"PRP"	"VB"	"JJ"	"NN"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"next"	"day"	"that"	"person"	"come"	"and"	"sit"	"beside"	"him"	"and"	"take"	"his"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:01::"	"next"	"."	"the"	"∅"	"the_next"	"next_."	"._∅"	"newspaper_the_next"	"the_next_."	"next_._∅"	"._∅_∅"	"NN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"did"	"not"	"the"	"newspaper"	"the"	"next"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:02::"	"summer"	"."	"beautiful"	"∅"	"beautiful_summer"	"summer_."	"._∅"	"a_beautiful_summer"	"beautiful_summer_."	"summer_._∅"	"._∅_∅"	"DT"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"outside"	"his"	"window"	"a"	"beautiful"	"summer"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"per"	"increase"	"10"	"in"	"10_per"	"per_increase"	"increase_in"	"$_10_per"	"10_per_increase"	"per_increase_in"	"increase_in_expense"	"ε"	"JJ"	"IN"	"NN"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"will"	"offer"	"a"	"resolution"	"monday"	"in"	"the"	"group"	"to"	"rescind"	"body"	"action"	"of"	"friday"	"in"	"voting"	"itself"	"a"	"per"	"day"	"increase"	"in"	"expense"	"allowance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"four"	"after"	","	"he"	",_four"	"four_after"	"after_he"	"18_,_four"	",_four_after"	"four_after_he"	"after_he_resign"	"CD"	"ε"	"JJ"	"NN"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"former"	"county"	"school_superintendent"	"person"	"shoot"	"himself"	"death"	"march"	"four"	"day"	"after"	"he"	"resign"	"his"	"post"	"a"	"dispute"	"with"	"the"	"county"	"school_board"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
