"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:38:00::"	"person"	"."	","	"∅"	",_person"	"person_."	"._∅"	"burning_,_person"	",_person_."	"person_._∅"	"._∅_∅"	"JJ"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"slowly"	"feel"	"himself"	"icy"	"burning"	"person"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"attention"	"to"	"his"	"the"	"his_attention"	"attention_to"	"to_the"	",_his_attention"	"his_attention_to"	"attention_to_the"	"to_the_irregular"	"ε"	"PRP$"	"NN"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"day"	"when"	"he"	"attend"	"a"	"war"	"memorial"	"ceremony"	"in"	"group"	"his"	"view"	"was"	"obstruct"	"by"	"stout"	"man"	"on"	"his"	"left"	"his"	"attention"	"turn"	"to"	"the"	"irregular"	"pattern"	"of"	"the"	"rough"	"slab"	"flooring"	"and"	"someone"	"clasp"	"him"	"by"	"the"	"arm"	"whisper"	"i"	"want"	"a"	"word"	"with"	"you"	"please"	"0"	"0"	"0"	
"2:38:00::"	"rhode_islander"	"their"	","	"attention"	",_rhode_islander"	"rhode_islander_their"	"their_attention"	"person_,_rhode_islander"	",_rhode_islander_their"	"rhode_islander_their_attention"	"their_attention_to"	"NNP"	"ε"	"NN"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"despite"	"the"	"excitement"	"being"	"cause"	"by"	"trial"	"and"	"sentence"	"of"	"person"	"rhode_islander"	"turn"	"their"	"attention"	"to"	"the"	"state"	"election"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"she"	"and"	"∅"	"put"	"∅_she"	"she_and"	"and_put"	"∅_∅_she"	"∅_she_and"	"she_and_put"	"and_put_her"	"ε"	"ε"	"PRP"	"VB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"and"	"put"	"her"	"arm"	"around"	"his"	"neck"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"."	"and"	"∅"	"and_person"	"person_."	"._∅"	",_and_person"	"and_person_."	"person_._∅"	"._∅_∅"	"ε"	"CC"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"voice"	"come"	"from"	"him"	"and"	"person"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"to"	"your"	"juju"	"liver"	"juju_to"	"to_your"	"your_liver"	"possess_juju_to"	"juju_to_your"	"to_your_liver"	"your_liver_to"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"the"	"pair"	"of"	"sudanese"	"ivory"	"you"	"lift"	"really"	"possess"	"juju"	"to"	"turn"	"your"	"liver"	"to"	"lead"	"as"	"a"	"dealer"	"in"	"khartoum"	"assure"	"me"	"i"	"be"	"not"	"competent"	"to"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"we"	"now"	"∅"	"to"	"∅_we"	"we_now"	"now_to"	"∅_∅_we"	"∅_we_now"	"we_now_to"	"now_to_the"	"ε"	"ε"	"PRP"	"VB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"turn"	"now"	"to"	"the"	"set"	"of"	"tangent"	"point"	"on"	"the"	"graph"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	";"	"just"	"dear"	"a_little"	"dear_;"	";_just"	"just_a_little"	",_dear_;"	"dear_;_just"	";_just_a_little"	"just_a_little_."	"ε"	"JJ"	"ε"	"VB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"i"	"be"	"ready"	"a"	"long_time"	"goodness"	"we"	"all"	"have"	"but"	"never_mind"	"dear"	"just"	"a_little"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:25:00::"	"the"	"to"	"by"	"bishopsgate"	"by_the"	"the_to"	"to_bishopsgate"	"close_by_the"	"by_the_to"	"the_to_bishopsgate"	"to_bishopsgate_."	"RB"	"JJ"	"DT"	"NN"	"VB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"pass"	"by"	"the"	"turn"	"to"	"bishopsgate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"his"	"now"	"head"	"now_person"	"person_his"	"his_head"	"∅_now_person"	"now_person_his"	"person_his_head"	"his_head_to"	"ε"	"RB"	"NNP"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"turn"	"his"	"head"	"to"	"look"	"at"	"his"	"brother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"quickly"	"from"	"attention"	"saturday"	"attention_quickly"	"quickly_from"	"from_saturday"	"but_attention_quickly"	"attention_quickly_from"	"quickly_from_saturday"	"from_saturday_'s"	"CC"	"NN"	"RB"	"VB"	"IN"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"good"	"feeling"	"prevail"	"on"	"the"	"coach"	"staff"	"monday"	"but"	"attention"	"quickly"	"turn"	"from"	"saturday"	"victory"	"to"	"next"	"week"	"problem"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"she"	"and"	"before"	","	"before_she"	"she_and"	"and_,"	"mirror_before_she"	"before_she_and"	"she_and_,"	"and_,_walk"	"NN"	"IN"	"PRP"	"VB"	"CC"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"take_a_look"	"a"	"good"	"look"	"herself"	"in"	"the"	"mirror"	"before"	"she"	"turn"	"and"	"walk"	"with"	"very"	"small"	"step"	"start"	"toward"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
