"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"	"A138"	"A139"	"A140"
"2:42:00::"	"children"	"christine"	"kowalski"	"."	"kowalski_children"	"children_christine"	"christine_."	"the_kowalski_children"	"kowalski_children_christine"	"children_christine_."	"christine_._∅"	"DT"	"NNP"	"NNS"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"also"	"be"	"reports"	"of"	"a"	"collection"	"at"	"the"	"county_line"	"elementary_school"	"o"	"dequindre"	"has"	"been"	"attend"	"this"	"year"	"by"	"four"	"of"	"the"	"kowalski"	"children"	"include"	"christine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"henry_raymont"	"newsmen"	","	"newsmen_,"	",_henry_raymont"	"henry_raymont_,"	"a_number_of_newsmen_,"	"newsmen_,_henry_raymont"	",_henry_raymont_,"	"henry_raymont_,_of"	"JJ"	"NNS"	"ε"	"VB"	"NNP"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"them"	"a_number_of"	"newsmen"	"include"	"henry_raymont"	"of"	"united_press_international"	"and"	"robert_berrellez"	"of"	"associated_press"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"six"	"work"	"and"	"work_,"	",_six"	"six_and"	"concentrated_work_,"	"work_,_six"	",_six_and"	"six_and_deliberate"	"JJ"	"NN"	"ε"	"VB"	"CD"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after_that"	"it"	"require"	"several"	"of"	"concentrated"	"work"	"include"	"six"	"and"	"deliberate"	"actions"	"by"	"a"	"minimum"	"of"	"three"	"men"	"sit"	"at"	"three"	"stations"	"in"	"a"	"bomber"	"each"	"with"	"another"	"man"	"beside"	"him"	"to"	"help"	"for"	"an"	"armed"	"bomb"	"to"	"be_released"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"the"	"submarines"	"potent"	"submarines_,"	",_the"	"the_potent"	"new_submarines_,"	"submarines_,_the"	",_the_potent"	"the_potent_polaris"	"JJ"	"NNS"	"ε"	"VB"	"DT"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"basic"	"hull"	"form"	"a"	"teardrop"	"and"	"her"	"nuclear_power"	"plant"	"be"	"use"	"for"	"almost"	"all"	"new"	"submarines"	"include"	"the"	"potent"	"polaris"	"missile"	"submarines"	"the"	"statement"	"go_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"("	"the"	"volumes"	"present"	"volumes_("	"(_the"	"the_present"	"25_volumes_("	"volumes_(_the"	"(_the_present"	"the_present_exhibit"	"CD"	"NNS"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"collected"	"works"	"of"	"james_thurber"	"number"	"volumes"	"include"	"the"	"present"	"exhibit"	"represent"	"a"	"high"	"standard"	"of"	"literary"	"excellence"	"as"	"every"	"schoolboy"	"know"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"cooling"	"when"	"summer"	"build"	"summer_cooling"	"cooling_when"	"when_build"	"have_summer_cooling"	"summer_cooling_when"	"cooling_when_build"	"when_build_,"	"VB"	"NN"	"NN"	"VB"	"WRB"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"can"	"n't"	"to"	"have"	"summer"	"cooling"	"include"	"when"	"build"	"by_all_means"	"make"	"provision"	"for"	"its"	"easy"	"adding"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"will"	"a"	"which"	"detailed"	"which_will"	"will_a"	"a_detailed"	",_which_will"	"which_will_a"	"will_a_detailed"	"a_detailed_statement"	"ε"	"WDT"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"area"	"reports"	"will"	"be"	"follow"	"according"	"to"	"present"	"by"	"a"	"summary"	"report"	"which"	"will"	"include"	"a"	"detailed"	"statement"	"on"	"methods"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"be"	"among"	"will"	"the"	"will_be"	"be_among"	"among_the"	"''_will_be"	"will_be_among"	"be_among_the"	"among_the_material_to"	"ε"	"MD"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"editor"	"note"	"reprints"	"of"	"confrontation"	"be"	"include"	"among"	"the"	"material_to"	"be"	"distribute"	"to"	"members"	"of"	"the"	"peace_corps"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"which"	"the"	","	"teaching"	",_which"	"which_the"	"the_teaching"	"psychological_warfare_,_which"	",_which_the"	"which_the_teaching"	"the_teaching_of"	"NN"	"ε"	"WDT"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"the"	"war"	"we"	"set_up"	"schools"	"the"	"teaching"	"of"	"psychological_warfare"	"which"	"include"	"the"	"teaching"	"of"	"propaganda"	"both"	"black_and_white"	"and"	"the"	"various"	"shades"	"of"	"grey"	"in_between"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"ballets"	"``"	"four"	"francesca_da_rimini"	"four_ballets"	"ballets_``"	"``_francesca_da_rimini"	"of_four_ballets"	"four_ballets_``"	"ballets_``_francesca_da_rimini"	"``_francesca_da_rimini_''"	"IN"	"CD"	"NNS"	"VB"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"le_theatre"	"d"	"art_du_ballet"	"of"	"monte_carlo"	"will"	"present"	"a"	"of"	"four"	"ballets"	"include"	"francesca_da_rimini"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"-"	"the"	"sessions"	"free"	"sessions_-"	"-_the"	"the_free"	"'s_sessions_-"	"sessions_-_the"	"-_the_free"	"the_free_dinner"	"POS"	"NNS"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"to"	"encourage"	"churches"	"to"	"try"	"their"	"own"	"kern"	"say"	"this"	"sunday"	"sessions"	"include"	"the"	"free"	"dinner"	"will"	"be"	"open_to"	"anyone"	"who"	"make"	"reservations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"property"	"a"	"the"	"one-story"	"the_property"	"property_a"	"a_one-story"	"∅_the_property"	"the_property_a"	"property_a_one-story"	"a_one-story_brick"	"ε"	"DT"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"property"	"include"	"a"	"one-story"	"brick"	"manufacturing"	"building"	"on"	"square_feet"	"of"	"land"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"point_reyes"	"parks"	";"	"parks_,"	",_point_reyes"	"point_reyes_;"	"seashore_parks_,"	"parks_,_point_reyes"	",_point_reyes_;"	"point_reyes_;_preservation"	"NN"	"NNS"	"ε"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_addition"	"to"	"urge"	"greater"	"restrictions"	"on"	"aerial"	"spraying"	"buchheister"	"call_for"	"support"	"the"	"wilderness"	"bill"	"creation"	"of"	"national"	"seashore"	"parks"	"include"	"point_reyes"	"preservation"	"of"	"the"	"wetlands"	"where"	"birds"	"breed"	"a"	"pesticides"	"co-ordination"	"act"	"stronger"	"water_pollution"	"control"	"programs"	"and"	"federal"	"ratification"	"of"	"an"	"international"	"convention"	"to"	"halt"	"pollution"	"of"	"the"	"sea"	"by"	"oil"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"glimco"	"gangsters"	"and"	"gangsters_,"	",_glimco"	"glimco_and"	"a_number_of_gangsters_,"	"gangsters_,_glimco"	",_glimco_and"	"glimco_and_alex"	"JJ"	"NNS"	"ε"	"VB"	"NNP"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"witnesses"	"after"	"appearances"	"before"	"the"	"jury"	"which"	"reportedly"	"is"	"probe"	"into"	"income_tax"	"violations"	"disclose"	"that"	"prosecutors"	"were"	"attempt"	"to"	"connect"	"stein"	"and"	"his"	"company"	"with"	"a_number_of"	"gangsters"	"include"	"glimco"	"and"	"alex"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"life"	"person"	"low"	","	"low_life"	"life_person"	"person_,"	"and_low_life"	"low_life_person"	"life_person_,"	"person_,_creator"	"CC"	"JJ"	"NN"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"who"	"write_of"	"character"	"and"	"low"	"life"	"include"	"person"	"creator"	"of"	"the"	"person"	"of"	"arkansas"	"and"	"person"	"the"	"person"	"person"	"whose"	"character"	"person"	"bear"	"a"	"close"	"kinship"	"to"	"person"	"in"	"both"	"his"	"willingness"	"to"	"take_advantage"	"cruel"	"advantage"	"of"	"all"	"and"	"sundry"	"and"	"the"	"sharpness"	"with"	"which"	"he"	"habitually"	"carry_out"	"his"	"will"	"and"	"person"	"whose"	"tennessee"	"hillbilly"	"character"	"person"	"perpetrate"	"more"	"unmalicious"	"mischief"	"and"	"more"	"unintended"	"pain"	"than"	"any"	"character"	"in"	"literature"	
"2:30:00::"	"i"	"the"	","	"relevant"	",_i"	"i_the"	"the_relevant"	"remark_,_i"	",_i_the"	"i_the_relevant"	"the_relevant_portion"	"NN"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"leave"	"to"	"my"	"remark"	"i"	"include"	"the"	"relevant"	"portion"	"of"	"my"	"newsletter"	"together"	"with"	"the"	"text"	"of"	"the"	"article"	"from"	"the"	"u._s._news_+_world_report"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"("	"water_right"	"land"	")"	"land_("	"(_water_right"	"water_right_)"	"in_land_("	"land_(_water_right"	"(_water_right_)"	"water_right_)_,"	"IN"	"NN"	"ε"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"acquire"	"secret"	"process"	"technical"	"data"	"invention"	"patent"	"application"	"patent"	"license"	"and"	"interest"	"in"	"land"	"include"	"water_right"	"plant"	"and"	"facility"	"and"	"property"	"or"	"right"	"by"	"purchase"	"license"	"lease"	"or"	"donation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"''"	"the"	"state"	"commonwealth"	"state_''"	"''_the"	"the_commonwealth"	"``_state_''"	"state_''_the"	"''_the_commonwealth"	"the_commonwealth_of"	"ε"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"term"	"include"	"the"	"commonwealth"	"of"	"puerto_rico"	"and"	"any"	"possession"	"the"	"united_states"	"and"	"the"	"term"	"commerce"	"mean"	"commerce"	"between"	"any"	"state"	"and"	"any"	"place"	"outside"	"thereof"	"or"	"between"	"point"	"within"	"the"	"same"	"state"	"but"	"through"	"any"	"place"	"outside"	"thereof"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"assist"	"many"	"in"	"many_,"	",_assist"	"assist_in"	"and_many_,"	"many_,_assist"	",_assist_in"	"assist_in_the"	"CC"	"JJ"	"ε"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"the"	"effort"	"of"	"group"	"shooting"	"development"	"these"	"shooting"	"activity"	"and"	"many"	"include"	"assist"	"in"	"the"	"development"	"of"	"public"	"and"	"privately"	"financed"	"shoot"	"park"	"trap"	"and"	"skeet"	"league"	"rifle"	"and"	"pistol"	"marksmanship"	"program"	"have"	"been"	"promote"	"to"	"mention"	"only"	"a_few"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"season"	"six"	"on"	"month"	"on_season"	"season_six"	"six_month"	"information_on_season"	"on_season_six"	"season_six_month"	"six_month_of"	"NN"	"IN"	"NN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"you"	"like"	"to"	"organize"	"teen"	"hunter"	"club"	"program"	"and"	"have"	"information"	"on"	"season"	"include"	"six"	"month"	"of"	"hunting"	"with"	"unlimited"	"game"	"bag"	"on"	"shooting_preserve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
