"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"
"2:39:00::"	"be"	"a"	"will"	"late"	"will_be"	"be_a"	"a_late"	"hansen_will_be"	"will_be_a"	"be_a_late"	"a_late_spring_training"	"NNP"	"MD"	"VB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hansen"	"be"	"get"	"a"	"late"	"spring_training"	"start"	"which"	"might"	"very_well"	"set_back"	"him"	"back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"we"	"here"	"lucky"	"."	"lucky_we"	"we_here"	"here_."	"be_lucky_we"	"lucky_we_here"	"we_here_."	"here_._∅"	"VB"	"JJ"	"PRP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"we"	"lucky"	"we"	"get"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"she"	"to"	"∅"	"her"	"∅_she"	"she_to"	"to_her"	"∅_∅_she"	"∅_she_to"	"she_to_her"	"to_her_feet"	"ε"	"ε"	"PRP"	"VB"	"VB"	"PRP$"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"to"	"her"	"feet"	"stagger"	"and"	"almost"	"fall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"it"	"dark"	"before"	"."	"before_it"	"it_dark"	"dark_."	"spring_before_it"	"before_it_dark"	"it_dark_."	"dark_._∅"	"NN"	"IN"	"PRP"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"help"	"him"	"with"	"the"	"dishes"	"then"	"he"	"more"	"water"	"in"	"from"	"the"	"spring"	"before"	"it"	"get"	"dark"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"painting"	"it"	"the"	"for"	"the_painting"	"painting_it"	"it_for"	"of_the_painting"	"the_painting_it"	"painting_it_for"	"it_for_$"	"IN"	"DT"	"NN"	"VB"	"VB"	"IN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"owner"	"the"	"painting"	"get"	"it"	"for"	"sell"	"it"	"for"	"in"	"a"	"market"	"crash"	"and"	"buy"	"it"	"back"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"their"	"prefer"	"apple_pies"	"prefer_to"	"to_their"	"their_apple_pies"	"thereabouts_prefer_to"	"prefer_to_their"	"to_their_apple_pies"	"their_apple_pies_at"	"RB"	"VB"	"TO"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dwellers"	"prefer"	"to"	"get"	"their"	"apple_pies"	"at"	"the"	"local"	"bakery"	"which"	"have"	"a"	"brick"	"oven"	"fire"	"with"	"redwood"	"billets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"night"	"its"	"last"	"seven-concert"	"last_night"	"night_its"	"its_seven-concert"	",_last_night"	"last_night_its"	"night_its_seven-concert"	"its_seven-concert_beethoven"	"ε"	"JJ"	"NN"	"VB"	"PRP$"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"symphony"	"of"	"the"	"air"	"greatly"	"by"	"van_cliburn"	"last"	"night"	"get"	"its"	"seven-concert"	"beethoven"	"cycle"	"at"	"carnegie_hall"	"off"	"to"	"a"	"good"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"we"	"a"	"until"	"clearer"	"until_we"	"we_a"	"a_clearer"	"lie_until_we"	"until_we_a"	"we_a_clearer"	"a_clearer_picture"	"VB"	"IN"	"PRP"	"VB"	"DT"	"JJR"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"we"	"better"	"let"	"lie"	"until"	"we"	"get"	"a"	"clearer"	"picture"	"of"	"the"	"ecological"	"setup"	"around"	"here"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"they"	"on"	"until"	"the"	"until_they"	"they_on"	"on_the"	"happen_until_they"	"until_they_on"	"they_on_the"	"on_the_ground"	"VB"	"IN"	"PRP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"passengers"	"did"	"n't"	"what"	"had"	"happen"	"until"	"they"	"get"	"on"	"the"	"ground"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"police"	"close"	","	"enough"	",_police"	"police_close"	"close_enough"	"mountains_,_police"	",_police_close"	"police_close_enough"	"close_enough_to"	"NNPS"	"ε"	"NN"	"VB"	"JJ"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"morning"	"wear_on"	"and"	"a"	"blazing"	"west_texas"	"wipe"	"the"	"shadows"	"off"	"the"	"franklin"	"mountains"	"police"	"get"	"close"	"enough"	"to"	"the"	"plane"	"to"	"pry"	"into"	"the"	"baggage"	"compartment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"singers"	"a"	"the"	"sense"	"the_singers"	"singers_a"	"a_sense"	"and_the_singers"	"the_singers_a"	"singers_a_sense"	"a_sense_of"	"CC"	"DT"	"NNS"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"claude_jannequin"	"vocal"	"description"	"of"	"a"	"battle"	"the_french"	"equivalents"	"of"	"tarantara"	"rum-tum-tum"	"and"	"boom-boom-boom"	"very"	"picturesque"	"be"	"lots_of"	"fun"	"and"	"the"	"singers"	"get"	"a"	"sense"	"of"	"grace"	"and"	"shape"	"into"	"chansons"	"by"	"jannequin"	"and"	"lassus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"-"	"the"	"proceedings"	"minutes"	"proceedings_-"	"-_the"	"the_minutes"	"great_proceedings_-"	"proceedings_-_the"	"-_the_minutes"	"the_minutes_."	"JJ"	"NNS"	"ε"	"VB"	"DT"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"great"	"proceedings"	"get"	"the"	"minutes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"some"	"go"	"much-copied"	"go_to"	"to_some"	"some_much-copied"	"is_go_to"	"go_to_some"	"to_some_much-copied"	"some_much-copied_furniture"	"VBZ"	"VB"	"VB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_last"	"the"	"is"	"go"	"to"	"get"	"some"	"much-copied"	"furniture"	"by"	"that"	"master"	"american"	"craftsman"	"duncan_phyfe"	"whose"	"designs"	"were"	"snub"	"in"	"his"	"lifetime"	"when"	"the"	"u._s."	"presidents"	"of"	"the"	"th"	"century"	"send"	"abroad"	"for"	"their"	"furnishings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"trip"	"a"	"the"	"leisurely"	"the_trip"	"trip_a"	"a_leisurely"	"make_the_trip"	"the_trip_a"	"trip_a_leisurely"	"a_leisurely_view"	"VB"	"DT"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"anticipated"	"heavy"	"traffic"	"along"	"the"	"skyline_drive"	"fail"	"to"	"materialize"	"yesterday"	"rangers"	"say"	"and"	"those"	"who"	"make"	"the"	"trip"	"get"	"a"	"leisurely"	"view"	"of"	"the"	"fall"	"colors"	"through"	"skies"	"sweep"	"clear"	"of"	"haze"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"bottom"	"a"	"the"	"layer"	"the_bottom"	"bottom_a"	"a_layer"	",_the_bottom"	"the_bottom_a"	"bottom_a_layer"	"a_layer_of"	"ε"	"DT"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"plank"	"bottom"	"get"	"a"	"layer"	"of"	"fiberglas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"'s"	"dark"	"it"	"down"	"it_'s"	"'s_dark"	"dark_down"	"for_it_'s"	"it_'s_dark"	"'s_dark_down"	"dark_down_here"	"IN"	"PRP"	"VBZ"	"VB"	"JJ"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"pass"	"the"	"iron"	"rations"	"please"	"and"	"light"	"candle"	"for"	"it"	"get"	"dark"	"down"	"here"	"and"	"we"	"be"	"minded"	"to"	"read"	"a_bit"	"of"	"world"	"law"	"just"	"to"	"pass"	"the"	"time"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"to"	"together"	"ability"	"on"	"ability_to"	"to_together"	"together_on"	"'s_ability_to"	"ability_to_together"	"to_together_on"	"together_on_worthwhile"	"POS"	"NN"	"TO"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"interama"	"as"	"it"	"rise"	"will"	"be"	"a"	"monument"	"to"	"greater_miami"	"ability"	"to"	"get"	"together"	"on"	"worthwhile"	"enterprises"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"would"	"two"	"members"	"professional"	"members_would"	"would_two"	"two_professional"	"ninety-nine_members_would"	"members_would_two"	"would_two_professional"	"two_professional_,"	"CD"	"NNS"	"MD"	"VB"	"CD"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"of"	"the"	"ninety-nine"	"members"	"would"	"get"	"two"	"professional"	"such_as"	"political"	"affairs"	"officer"	"a"	"department_head"	"or"	"an"	"economist"	"to"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"would"	"one"	"member"	"for"	"member_would"	"would_one"	"one_for"	"each_member_would"	"member_would_one"	"would_one_for"	"one_for_each"	"DT"	"NN"	"MD"	"VB"	"CD"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"would"	"get"	"one"	"for"	"each"	"people"	"in"	"its"	"population"	"up_to"	"people"	"or"	"a"	"maximum"	"of"	"fifteen"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"would"	"one"	"150000000"	"additional"	"150000000_would"	"would_one"	"one_additional"	"above_150000000_would"	"150000000_would_one"	"would_one_additional"	"one_additional_for"	"IN"	"CD"	"MD"	"VB"	"CD"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"member"	"with"	"population"	"above"	"would"	"get"	"one"	"additional"	"for"	"each"	"additional"	"people"	"up_to"	"an"	"unspecified"	"cut-off"	"point"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"``"	"much"	"∅"	"mileage"	"∅_``"	"``_much"	"much_mileage"	"∅_∅_``"	"∅_``_much"	"``_much_mileage"	"much_mileage_''"	"ε"	"ε"	"ε"	"VB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"much"	"mileage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"to"	"for"	"what"	"a"	"what_to"	"to_for"	"for_a"	"wonder_what_to"	"what_to_for"	"to_for_a"	"for_a_youngster"	"VB"	"WP"	"TO"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"fresh"	"crop"	"of"	"beginners"	"guns"	"show_up"	"in"	"and"	"they"	"be"	"good"	"for"	"your"	"christmas_gift"	"list"	"if"	"you"	"wonder"	"what"	"to"	"get"	"for"	"a"	"youngster"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"she"	"her"	"how"	"impressions"	"how_she"	"she_her"	"her_impressions"	"ask_how_she"	"how_she_her"	"she_her_impressions"	"her_impressions_,"	"VB"	"WRB"	"PRP"	"VB"	"PRP$"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"how"	"she"	"get"	"her"	"impressions"	"she"	"probably"	"can"	"only"	"say"	"that"	"she"	"just"	"get"	"them"	"some"	"more"	"vividly"	"than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"just"	"them"	"``"	"''"	"``_just"	"just_them"	"them_''"	"she_``_just"	"``_just_them"	"just_them_''"	"them_''_-"	"PRP"	"ε"	"RB"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"ask"	"how"	"she"	"get"	"her"	"impressions"	"she"	"can"	"only"	"say"	"that"	"she"	"just"	"get"	"them"	"some"	"more"	"vividly"	"than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:03::"	"should"	"a"	"which"	"yes"	"which_should"	"should_a"	"a_yes"	",_which_should"	"which_should_a"	"should_a_yes"	"a_yes_vote"	"ε"	"WDT"	"MD"	"VB"	"DT"	"UH"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new"	"which"	"should"	"get"	"a"	"yes"	"vote"	"as"	"question"	"no."	"on"	"nov."	"would"	"not"	"make"	"a"	"good"	"mayor"	"out"	"of"	"a"	"bad"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"without"	"too"	"go-go-go"	"fat"	"go-go-go_without"	"without_too"	"too_fat"	"that_go-go-go_without"	"go-go-go_without_too"	"without_too_fat"	"too_fat_''"	"IN"	"NN"	"IN"	"VB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mostly"	"meat"	"and"	"potatoes"	"they"	"have"	"have"	"that"	"go-go-go"	"without"	"get"	"too"	"fat"	"say"	"ramsey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
