"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"
"2:30:00::"	"he"	"read"	"when"	"``"	"when_he"	"he_read"	"read_``"	"experience_when_he"	"when_he_read"	"he_read_``"	"read_``_organic_gardening"	"VB"	"WRB"	"PRP"	"VB"	"VB"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"give_up"	"these"	"notions"	"require"	"a"	"revolution"	"in"	"thought"	"mr._clark"	"say"	"in"	"about"	"the"	"abrupt_changes"	"in"	"ideas"	"he"	"experience"	"when"	"he"	"begin"	"read"	"organic_gardening"	"and"	"modern_nutrition"	"in"	"a"	"search"	"for"	"help"	"with"	"his"	"problems"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"is_shown"	"in"	"and"	"fig."	"and_is_shown"	"is_shown_in"	"in_fig."	"scheme_and_is_shown"	"and_is_shown_in"	"is_shown_in_fig."	"in_fig._7"	"NN"	"CC"	"VB"	"VB"	"IN"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"interlocking"	"frame"	"we"	"build"	"at"	"the"	"model"	"railroader"	"workshop"	"and_then"	"on"	"paul_larson"	"railroad"	"follow"	"the"	"fig."	"scheme"	"and"	"is_shown"	"begin"	"in"	"fig."	"page"	"and"	"in"	"the"	"photos"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"who"	"their"	"artists"	"careers"	"artists_who"	"who_their"	"their_careers"	"renowned_artists_who"	"artists_who_their"	"who_their_careers"	"their_careers_play"	"JJ"	"NNS"	"WP"	"VB"	"PRP$"	"NNS"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"guest"	"performers"	"and"	"conductors"	"during"	"the"	"season"	"will"	"include"	"many"	"renowned"	"artists"	"who"	"begin"	"their"	"careers"	"play"	"with"	"the"	"orchestra"	"include"	"violinists"	"yehudi_menuhin"	"isaac_stern"	"ruggiero_ricci"	"and"	"david_abel"	"pianists"	"leon"	"fleisher"	"ruth_slenczynka"	"and"	"stephen_bishop"	"and"	"conductor"	"earl_bernard_murray"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"it"	"the"	"which"	"series"	"which_it"	"it_the"	"the_series"	"with_which_it"	"which_it_the"	"it_the_series"	"the_series_be"	"IN"	"WDT"	"PRP"	"VB"	"DT"	"NN"	"VB"	"which"	"open"	"a"	"series"	"of"	"performances"	"friday"	"night"	"at"	"the"	"opera_house"	"be"	"i"	"think"	"the"	"finest"	"classical"	"ballet_company"	"i"	"have"	"ever"	"see"	"and"	"the"	"production"	"of"	"the"	"petipa-tschaikowsky"	"sleeping_beauty"	"with"	"which"	"it"	"begin"	"the"	"be"	"incomparably"	"the"	"finest"	"i"	"have"	"ever"	"have"	"the"	"pleasure"	"of"	"witness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"had"	"to"	"parties"	"pall"	"parties_had"	"had_to"	"to_pall"	"its_parties_had"	"parties_had_to"	"had_to_pall"	"to_pall_."	"PRP$"	"NNS"	"VBD"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"apparently"	"fellini"	"catch"	"the"	"when"	"its"	"parties"	"had"	"begin"	"to"	"pall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"names"	"with"	"that"	"r"	"that_names"	"names_with"	"with_r"	"empirically_that_names"	"that_names_with"	"names_with_r"	"with_r_be"	"RB"	"IN"	"NNS"	"VB"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"methods"	"have"	"been"	"develop"	"of"	"assign"	"weights"	"to"	"statements"	"it"	"is"	"know"	"empirically"	"that"	"names"	"begin"	"with"	"r"	"be"	"more"	"common"	"than"	"those"	"begin"	"with"	"z"	"that"	"fewer"	"women"	"be"	"named"	"miranda"	"than"	"elizabeth"	"that"	"in"	"the"	"united_states"	"more"	"people"	"die"	"of"	"heart_disease"	"than"	"of"	"smallpox"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"those"	"with"	"than"	"z"	"than_those"	"those_with"	"with_z"	"common_than_those"	"than_those_with"	"those_with_z"	"with_z_;"	"JJ"	"IN"	"DT"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"methods"	"have"	"been"	"develop"	"of"	"assign"	"weights"	"to"	"statements"	"that_is"	"it"	"is"	"know"	"that"	"names"	"begin"	"with"	"r"	"be"	"more"	"common"	"than"	"those"	"begin"	"with"	"z"	"that"	"fewer"	"women"	"be"	"named"	"miranda"	"than"	"elizabeth"	"that"	"in"	"the"	"united_states"	"more"	"people"	"die"	"of"	"heart_disease"	"than"	"of"	"smallpox"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"acting"	"with"	"her"	"the"	"her_acting"	"acting_with"	"with_the"	"∅_her_acting"	"her_acting_with"	"acting_with_the"	"with_the_birmingham"	"ε"	"PRP$"	"NN"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"acting"	"begin"	"with"	"the"	"birmingham"	"repertory_company"	"and"	"she"	"soon"	"become"	"the"	"toast"	"of"	"the"	"west_end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"daylight"	"to"	"as"	"show"	"as_daylight"	"daylight_to"	"to_show"	"∅_as_daylight"	"as_daylight_to"	"daylight_to_show"	"to_show_through"	"ε"	"IN"	"NN"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"daylight"	"begin"	"to"	"show"	"through"	"the"	"frosty"	"windows"	"fogg"	"would"	"place"	"a"	"call"	"to"	"william_a._shaw"	"at"	"the"	"u._s."	"weather_station"	"at"	"northfield"	"vermont"	"for"	"temperature"	"and"	"wind-velocity"	"readings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"a"	"constitution_avenue"	"series"	"constitution_avenue_,"	",_a"	"a_series"	"with_constitution_avenue_,"	"constitution_avenue_,_a"	",_a_series"	"a_series_of"	"IN"	"NNP"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"within"	"an"	"easy"	"walk"	"from"	"capitol_hill"	"pennsylvania_avenue"	"come"	"together"	"with"	"constitution_avenue"	"begin"	"a"	"series"	"of"	"great"	"federal"	"buildings"	"some"	"a"	"block"	"long"	"and"	"all"	"about"	"seven-stories"	"high"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"normally"	"to"	"would"	"flow"	"would_normally"	"normally_to"	"to_flow"	"patronage_would_normally"	"would_normally_to"	"normally_to_flow"	"to_flow_to"	"NN"	"MD"	"RB"	"VB"	"TO"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"a"	"democratic"	"administration"	"patronage"	"would"	"normally"	"begin"	"to"	"flow"	"to"	"mississippi"	"if"	"it"	"had"	"hold"	"its"	"democratic"	"solidarity"	"in"	"the"	"november"	"election"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"dr._bonnor"	"with"	"∅"	"a"	"∅_dr._bonnor"	"dr._bonnor_with"	"with_a"	"∅_∅_dr._bonnor"	"∅_dr._bonnor_with"	"dr._bonnor_with_a"	"with_a_discussion"	"ε"	"ε"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"begin"	"with"	"a"	"discussion"	"of"	"the"	"relativistic"	"theories"	"of"	"the"	"universe"	"base"	"on"	"the"	"general"	"theory_of_relativity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"bravely"	"complete"	"."	"complete_,"	",_bravely"	"bravely_."	"being_complete_,"	"complete_,_bravely"	",_bravely_."	"bravely_._∅"	"VBG"	"VB"	"ε"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new_york"	"shakespeare_festival"	"which"	"is"	"use"	"the"	"wollman_memorial"	"skating_rink"	"its"	"theatre"	"near"	"the"	"belvedere"	"is"	"being"	"complete"	"begin"	"bravely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"sprinkle"	"to"	"a"	"fall"	"a_sprinkle"	"sprinkle_to"	"to_fall"	",_a_sprinkle"	"a_sprinkle_to"	"sprinkle_to_fall"	"to_fall_."	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"much"	"ado"	"turn"	"serious"	"while"	"the"	"insipid"	"claudio"	"hero"	"at"	"the"	"altar"	"a"	"sprinkle"	"begin"	"to"	"fall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"supper"	"at"	"buffet"	"5"	"buffet_supper"	"supper_at"	"at_5"	"and_buffet_supper"	"buffet_supper_at"	"supper_at_5"	"at_5_:"	"CC"	"NN"	"NN"	"VB"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"chicago_press"	"club"	"will"	"fete"	"george_e._barnes"	"president_of_the_united_states"	"lawn_tennis"	"at"	"a"	"cocktail_party"	"and"	"buffet"	"supper"	"begin"	"at"	"p."	"m."	"tomorrow"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"which"	"organize"	","	"city"	",_which"	"which_organize"	"organize_city"	"teamsters_,_which"	",_which_organize"	"which_organize_city"	"organize_city_firemen"	"NNS"	"ε"	"WDT"	"VB"	"VB"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gladden"	"has"	"be"	"an"	"outspoken"	"critic"	"of"	"the"	"present"	"city"	"and"	"lead"	"his"	"union"	"battle"	"against"	"the"	"teamsters"	"which"	"begin"	"organize"	"city"	"firemen"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"writer"	"to"	"the"	"plan"	"the_writer"	"writer_to"	"to_plan"	",_the_writer"	"the_writer_to"	"writer_to_plan"	"to_plan_how"	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"this"	"evidence"	"mind"	"the"	"writer"	"begin"	"to"	"plan"	"how"	"he"	"might"	"more"	"effectively"	"educate"	"the"	"married"	"students"	"in"	"his"	"functional"	"classes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"writer"	"this"	"the"	"special"	"the_writer"	"writer_this"	"this_special"	"∅_the_writer"	"the_writer_this"	"writer_this_special"	"this_special_class"	"ε"	"DT"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"writer"	"begin"	"this"	"special"	"class"	"by"	"explain"	"his"	"background"	"thinking"	"for"	"create"	"such"	"a"	"section"	"in_the_first_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"to"	"chair"	"rock"	"chair_and"	"and_to"	"to_rock"	"his_chair_and"	"chair_and_to"	"and_to_rock"	"to_rock_."	"PRP$"	"NN"	"CC"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gavin"	"sink"	"down"	"into"	"his"	"chair"	"and"	"begin"	"to"	"rock"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"mare"	"to"	"the"	"tire"	"the_mare"	"mare_to"	"to_tire"	"∅_the_mare"	"the_mare_to"	"mare_to_tire"	"to_tire_and"	"ε"	"DT"	"NN"	"VB"	"TO"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mare"	"begin"	"to"	"tire"	"and"	"clayton"	"feel"	"the"	"spray"	"of"	"snow"	"from"	"the"	"hoofs"	"of"	"gavin"	"stallion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"tribunals"	"decree"	"military"	"the"	"military_tribunals"	"tribunals_decree"	"decree_the"	"castro_military_tribunals"	"military_tribunals_decree"	"tribunals_decree_the"	"decree_the_death_penalty"	"NNP"	"JJ"	"NNS"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"americans"	"and"	"seven"	"cubans"	"were"	"by"	"firing_squads"	"today"	"as"	"castro"	"military"	"tribunals"	"begin"	"decree"	"the"	"death_penalty"	"for"	"capture"	"invasion"	"forces"	"and"	"suspected"	"collaborators"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"and"	"``"	","	"skylark"	",_and"	"and_``"	"``_skylark"	"way_,_and"	",_and_``"	"and_``_skylark"	"``_skylark_''"	"NN"	"ε"	"CC"	"VB"	"ε"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"robinson"	"tell"	"policemen"	"james_jones"	"and"	"morgan_lloyd"	"of"	"the"	"wabash"	"avenue"	"district"	"that"	"youths"	"board"	"his"	"south"	"bound"	"express_bus"	"in_front"	"of"	"dunbar_vocational"	"th"	"street"	"and"	"south_park"	"way"	"and"	"begin"	"skylark"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"has"	"a"	"who"	"good"	"who_has"	"has_a"	"a_good"	"he_who_has"	"who_has_a"	"has_a_good"	"a_good_work"	"PRP"	"WP"	"VBZ"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"convinced"	"of"	"that"	"he"	"who"	"has"	"begin"	"a"	"good"	"work"	"in"	"you"	"will"	"bring"	"it"	"to_perfection"	"until"	"the"	"day"	"of"	"christ_jesus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"tour"	"at"	"winter"	"los_angeles"	"winter_tour"	"tour_at"	"at_los_angeles"	"the_winter_tour"	"winter_tour_at"	"tour_at_los_angeles"	"at_los_angeles_last"	"DT"	"NN"	"NN"	"VB"	"IN"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"winter"	"tour"	"begin"	"at"	"los_angeles"	"last"	"january"	"there"	"be"	"no"	"one"	"in_sight"	"to"	"challenge"	"palmer"	"towering"	"prestige"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"player"	"his"	"as"	"second"	"as_player"	"player_his"	"his_second"	"∅_as_player"	"as_player_his"	"player_his_second"	"his_second_round"	"ε"	"IN"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"player"	"begin"	"his"	"second"	"round"	"in"	"a"	"twosome"	"with"	"amateur"	"bill_hyndman"	"his"	"share"	"of"	"the"	"gallery"	"be"	"not"	"conspicuously"	"large"	"for"	"a"	"contender"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"tournament"	"on"	"the"	"saturday"	"the_tournament"	"tournament_on"	"on_saturday"	"of_the_tournament"	"the_tournament_on"	"tournament_on_saturday"	"on_saturday_and"	"IN"	"DT"	"NN"	"VB"	"IN"	"NNP"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"third"	"of"	"the"	"tournament"	"begin"	"on"	"saturday"	"and"	"the"	"duel"	"was"	"resume"	"in_earnest"	"it"	"be"	"player"	"superior"	"aggressiveness"	"that"	"carry"	"him"	"into"	"the"	"lead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
