"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"2:39:00::"	"he"	"intended"	"which"	"from"	"which_he"	"he_intended"	"intended_from"	"for_which_he"	"which_he_intended"	"he_intended_from"	"intended_from_birth"	"IN"	"WDT"	"PRP"	"VB"	"JJ"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"house"	"be"	"his"	"habitat"	"and"	"there"	"he"	"flourish"	"first"	"as"	"a"	"young"	"representative"	"as"	"a"	"forceful"	"committee"	"chairman"	"and"	"finally"	"in"	"the"	"for"	"which"	"he"	"seem"	"intended"	"from"	"birth"	"speaker"	"of"	"the"	"house"	"and"	"second"	"most"	"powerful"	"man"	"in"	"washington"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"spokesmen"	"more"	"its"	"interested"	"its_spokesmen"	"spokesmen_more"	"more_interested"	"do_its_spokesmen"	"its_spokesmen_more"	"spokesmen_more_interested"	"more_interested_in"	"VBP"	"PRP$"	"NNS"	"VB"	"RBR"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"spokesmen"	"seem"	"more"	"interested"	"in"	"the"	"amount_of_money"	"they"	"collect"	"than"	"in"	"the"	"principles"	"they"	"purport"	"to"	"advocate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"who"	"to"	","	"have"	",_who"	"who_to"	"to_have"	"alla_sizova_,_who"	",_who_to"	"who_to_have"	"to_have_make"	"NNP"	"ε"	"WP"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"alla_sizova"	"seem"	"to"	"have"	"make"	"a"	"special"	"hit"	"in"	"the"	"east"	"be"	"delightful"	"as"	"the"	"lady"	"bluebird"	"and"	"her"	"partner"	"yuri_soloviev"	"be"	"wonderfully"	"virile"	"acrobatic"	"and"	"poetic"	"all"	"at_the_same_time"	"in"	"a"	"tradition"	"not"	"unlike"	"that"	"of"	"nijinsky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"''"	"as"	"la_dolce_vita"	"harmless"	"la_dolce_vita_''"	"''_as"	"as_harmless"	"``_la_dolce_vita_''"	"la_dolce_vita_''_as"	"''_as_harmless"	"as_harmless_as"	"ε"	"NNP"	"ε"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"television"	"seem"	"as"	"harmless"	"as"	"a"	"gray_line"	"tour"	"of"	"north_beach"	"at"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"and"	"to"	"sorts"	"involve"	"sorts_and"	"and_to"	"to_involve"	"all_sorts_and"	"sorts_and_to"	"and_to_involve"	"to_involve_all"	"DT"	"NNS"	"CC"	"VB"	"TO"	"VB"	"PDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mediumistic"	"impressions"	"be"	"of"	"all"	"sorts"	"and"	"seem"	"to"	"involve"	"all"	"the"	"senses"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"to"	"for"	"me"	"for_it"	"it_to"	"to_me"	",_for_it"	"for_it_to"	"it_to_me"	"to_me_that"	"ε"	"IN"	"PRP"	"VB"	"TO"	"PRP"	"RB"	"become"	"disturbed"	"in"	"the"	"faith"	"in_which"	"i"	"had"	"grow_up"	"by"	"the"	"apparent"	"inroads"	"being"	"make"	"upon"	"both"	"old"	"and"	"new_testaments"	"by"	"a"	"higher_criticism"	"of"	"the"	"bible"	"to"	"refute"	"which"	"i"	"feel"	"the"	"need"	"of"	"a"	"better"	"knowledge"	"of"	"hebrew"	"and"	"of"	"archaeology"	"for"	"it"	"to"	"me"	"that"	"to"	"pull_out"	"some"	"of"	"the"	"props"	"of"	"our"	"faith"	"be"	"to"	"weaken"	"the"	"entire"	"structure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"rather"	"∅"	"peculiar"	"∅_it"	"it_rather"	"rather_peculiar"	"∅_∅_it"	"∅_it_rather"	"it_rather_peculiar"	"rather_peculiar_that"	"ε"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"rather"	"peculiar"	"that"	"residents"	"of"	"apartments"	"are"	"deny"	"the"	"right"	"of"	"provide"	"themselves"	"with"	"the"	"protection"	"and"	"companionship"	"of"	"dogs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"she"	"to"	"but"	"have"	"but_she"	"she_to"	"to_have"	"∅_but_she"	"but_she_to"	"she_to_have"	"to_have_underestimate"	"ε"	"CC"	"PRP"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"seem"	"to"	"have"	"underestimate"	"the"	"number"	"of"	"her"	"boy"	"friends"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"she"	"so"	"∅"	"anxious"	"∅_she"	"she_so"	"so_anxious"	"∅_∅_she"	"∅_she_so"	"she_so_anxious"	"so_anxious_to"	"ε"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"so"	"anxious"	"to"	"go"	"on"	"the"	"stage"	"that"	"some"	"of"	"her"	"friends"	"in"	"the"	"cocktail"	"circuit"	"set_up"	"a"	"practical_joke"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"efforts"	"feeble"	"first"	"indeed"	"first_efforts"	"efforts_feeble"	"feeble_indeed"	"my_first_efforts"	"first_efforts_feeble"	"efforts_feeble_indeed"	"feeble_indeed_."	"PRP$"	"JJ"	"NNS"	"VB"	"JJ"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"compare"	"to"	"the"	"big"	"established"	"my"	"first"	"efforts"	"seem"	"feeble"	"indeed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"would"	"to"	"there"	"be"	"there_would"	"would_to"	"to_be"	"∅_there_would"	"there_would_to"	"would_to_be"	"to_be_some"	"ε"	"EX"	"MD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"would"	"seem"	"to"	"be"	"some"	"small"	"solace"	"in"	"the"	"prospect"	"that"	"the"	"missile"	"race"	"between"	"nations"	"is"	"at_the_same_time"	"accelerate"	"the"	"study"	"of"	"the"	"space"	"around"	"us"	"give"	"us"	"a"	"long-sought"	"ladder"	"from"	"which"	"to"	"peer"	"at"	"alien"	"regions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"suddenly"	"very"	"it"	"important"	"it_suddenly"	"suddenly_very"	"very_important"	"∅_it_suddenly"	"it_suddenly_very"	"suddenly_very_important"	"very_important_to"	"ε"	"PRP"	"RB"	"VB"	"RB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"suddenly"	"seem"	"very"	"important"	"to"	"me"	"that"	"mary_jane"	"brennan"	"should"	"know"	"the"	"truth"	"about"	"me"	"that"	"i"	"be"	"not"	"the"	"confused"	"sick"	"irresponsible"	"person"	"she"	"believe"	"me"	"to"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"reasonable"	"∅"	"that"	"∅_it"	"it_reasonable"	"reasonable_that"	"∅_∅_it"	"∅_it_reasonable"	"it_reasonable_that"	"reasonable_that_if"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"reasonable"	"that"	"if"	"general"	"nuclear"	"war"	"is"	"not"	"to"	"be"	"one"	"cataclysmic"	"act"	"of"	"burn"	"each"	"citizens"	"to"	"cinders"	"we"	"must"	"have"	"a"	"manned"	"strategic"	"force"	"of"	"long-endurance"	"aircraft"	"capable_of"	"go_into"	"china"	"or"	"russia"	"to"	"find"	"and"	"destroy"	"their"	"strategic"	"forces"	"which"	"continue"	"to"	"threaten"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"retirement"	"to"	","	"creep"	",_retirement"	"retirement_to"	"to_creep"	"yes_,_retirement"	",_retirement_to"	"retirement_to_creep"	"to_creep_upon"	"UH"	"ε"	"NN"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"seem"	"to"	"creep"	"upon"	"you"	"suddenly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"things"	"to"	","	"be"	",_things"	"things_to"	"to_be"	"life_,_things"	",_things_to"	"things_to_be"	"to_be_change"	"NN"	"ε"	"NNS"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"the"	"last"	"few"	"years"	"your"	"life"	"things"	"seem"	"to"	"be"	"change"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"it"	"to"	"∅"	"me"	"∅_it"	"it_to"	"to_me"	"∅_∅_it"	"∅_it_to"	"it_to_me"	"to_me_,"	"ε"	"ε"	"PRP"	"VB"	"TO"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"to"	"me"	"the"	"first"	"thing"	"you"	"got_to"	"do"	"to"	"be"	"happy"	"be"	"to"	"face_up"	"to"	"your"	"problems"	"no_matter"	"what"	"they"	"may"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"they"	"darned"	"∅"	"proud_of"	"∅_they"	"they_darned"	"darned_proud_of"	"∅_∅_they"	"∅_they_darned"	"they_darned_proud_of"	"darned_proud_of_it"	"ε"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"darned"	"proud_of"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"it"	"college"	"∅"	"be"	"∅_it"	"it_college"	"college_be"	"∅_∅_it"	"∅_it_college"	"it_college_be"	"college_be_n't"	"ε"	"ε"	"PRP"	"VB"	"NN"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"college"	"be"	"n't"	"what"	"it"	"should"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"1848"	"to"	"of"	"be"	"of_1848"	"1848_to"	"to_be"	"boston_of_1848"	"of_1848_to"	"1848_to_be"	"to_be_the"	"NNP"	"IN"	"CD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"endeavor"	"to"	"capture"	"even"	"a"	"faint"	"sense"	"of"	"how"	"strenuous"	"be"	"the"	"fight"	"muffle"	"by"	"our"	"indifference"	"to"	"the"	"very"	"issue"	"which"	"in"	"the"	"boston"	"of"	"seem"	"to"	"be"	"the"	"central"	"hope"	"of"	"its"	"christian"	"survival"	"that"	"of"	"the"	"literal"	"factual"	"historicity"	"of"	"the"	"miracles"	"as"	"report"	"in"	"the"	"four"	"gospels"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"questions"	"farfetched"	"the"	"."	"the_questions"	"questions_farfetched"	"farfetched_."	",_the_questions"	"the_questions_farfetched"	"questions_farfetched_."	"farfetched_._∅"	"ε"	"DT"	"NNS"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"the"	"men"	"in"	"the"	"instrument-jammed"	"bomber"	"cockpits"	"submarine"	"compartments"	"and"	"the"	"antiseptic"	"windowless"	"rooms"	"would"	"be"	"the"	"foxholes"	"of"	"tomorrow"	"impersonal"	"intercontinental"	"wars"	"the"	"questions"	"seem"	"farfetched"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"do"	"to"	"you"	"''"	"you_do"	"do_to"	"to_''"	"``_you_do"	"you_do_to"	"do_to_''"	"to_''_,"	"ε"	"PRP"	"VBP"	"VB"	"TO"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"seem"	"to"	"say"	"henrietta"	"impressed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"''"	"suddenly"	"dorothy_tredding"	"impossible"	"dorothy_tredding_''"	"''_suddenly"	"suddenly_impossible"	"``_dorothy_tredding_''"	"dorothy_tredding_''_suddenly"	"''_suddenly_impossible"	"suddenly_impossible_."	"ε"	"NNP"	"ε"	"VB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"church"	"and"	"graveyard"	"be"	"smaller"	"than"	"she"	"remember"	"them"	"how"	"many"	"things"	"had"	"lessen"	"while"	"she"	"be"	"gone"	"away"	"but"	"the"	"headstones"	"had"	"grow"	"so"	"thick"	"in"	"thirty"	"that"	"to"	"find"	"one"	"name"	"dorothy_tredding"	"seem"	"suddenly"	"impossible"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"involve"	"of"	"information"	"little"	"information_involve"	"involve_of"	"of_little"	"the_information_involve"	"information_involve_of"	"involve_of_little"	"of_little_value"	"DT"	"NN"	"VB"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_british"	"defending"	"lawyers"	"who"	"today"	"increase"	"from"	"three"	"to"	"four"	"to"	"know"	"if"	"they"	"could"	"make"	"the"	"information"	"involve"	"seem"	"of"	"little"	"value"	"to"	"a"	"jury"	"the"	"chances"	"of"	"their"	"clients"	"would"	"improve"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"there"	"to"	"where"	"be"	"where_there"	"there_to"	"to_be"	"society_where_there"	"where_there_to"	"there_to_be"	"to_be_an"	"NN"	"WRB"	"EX"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"a"	"virtue"	"of_which"	"we"	"great"	"need"	"in"	"a"	"society"	"where"	"there"	"seem"	"to"	"be"	"an"	"increasing"	"lack"	"of"	"communication"	"or"	"even"	"desire"	"for"	"communication"	"between"	"differing"	"schools_of_thought"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
